Sentence_id	Prior_Emotion	Sentence	General Event	Future Event	Past Event	Prospective	Social	Self conseq.	Conseq. oth.	Situat. control	Responsible
190	Fear	I felt ... because I woke up one night recently and was convinced there was someone in my bedroom. I was ... to even breathe and was listening so closely to establish if indeed, there was someone in the room. After what seemed like an age, I ventured out of the bed and checked everywhere in the room, but found nobody. The ... that I felt affected me badly, so much so that I was unable to sleep any more that night.	0	0	1	0	1	1	0	0	1
1067	Sadness	I felt ... when my mother passed away.	0	0	1	0	1	0	1	0	0
706	Anger	I felt … when I watched elected MPs being harassed by protestors.	0	0	1	0	1	0	1	0	1
149	Disgust	I felt ... watching "I'm a celebrity" when the contestants have to drink and eat certain parts of animals anatomy that we wouldn't normally eat, and drink glasses of liquid. The worst was a glass of fish eye juice. It was a full glass and the contestant had to drink it all. That was ...	0	0	1	0	1	0	1	0	1
634	Shame	I felt ... when I lied about the reliability of a second hand bicycle I sold, neglecting to mention a problem with the crankset.	0	0	1	0	0	0	1	1	1
475	Sadness	I felt ... when my mother died age only 59. I sat with her as she took her last breath and have never felt ... like it.	0	0	1	0	1	0	1	0	0
28	Anger	I felt ... that another teenage child had been bullying my son at high school, resulting in him injuring his wrist and requiring a visit to the local hospital.	0	0	1	0	1	0	1	0	0
1063	Sadness	I felt ... when I found out one of my favourite shops had shut down.	0	0	1	0	0	0	0	0	1
1017	Joy	I felt ... when I was on holiday and saw the sea for the first time.	0	0	1	0	0	1	0	0	1
39	Anger	I was ... when my partner came home very drunk after a night out with his friends. He then proceeded to tell me everything that was wrong with myself and was very hurtful. I was so ... I didn’t speak to him for a week.	0	0	1	0	1	1	0	0	0
356	Guilt	I felt ... because I hoard things rather than be parted with them. I'm sure they'd be better use with someone else, but I keep in case things would 'come in'.	1	0	0	0	0	0	0	1	1
467	Sadness	I felt ... when my house from a few years ago got damaged by burst pipes and flooded internally. Most of our belongings were destroyed and we had to move out for nearly 18 months while the house dried out and was refurbished. It was an awful lot of hassle and upheaval.	0	0	1	0	1	1	1	0	0
526	Sadness	I feel ... because I am depressed.	1	0	0	0	0	1	0	0	0
740	Disgust	I felt … when I saw a news article about a dog being abandoned by his owner in a road. The owner was then seen speeding off and the dog ran after him. I felt … that someone could treat an animal that way. It made me feel such … I couldn't finish reading the article.	0	0	1	0	1	0	1	0	1
155	Disgust	I felt ... when I had to clean up after people.	0	0	1	0	1	1	0	1	0
391	Joy	I felt ... after the birth of my first grandchild.	0	0	1	0	1	0	1	0	0
493	Anger	I felt … when the Welfare Officer at Cat's Protection League didn't listen to me regarding a cat's welfare when I knew better because I was fostering the cat.	0	0	1	0	1	1	0	0	0
1169	Shame	I felt ... when I realised I was boasting about all the holidays I had to look forward to and remembered my best friend wouldn't have any as she couldn't afford it.	0	0	1	0	1	0	1	1	1
628	Shame	I felt ... when my credit card was refused in a shop.	0	0	1	0	0	1	0	0	0
1078	Sadness	I felt ... because my friend died after a secret battle with breast cancer.  She lied to her friends for 10 years so it was a mixture of ... at her death and that she didn't feel she could share her load so her friends could help.	0	0	1	0	1	0	1	0	0
678	Anger	I felt … when I read the news and saw that Donald Trump was, effectively, stopping thousand of workers from working and holding the entire United States hostage so that he can get the funding for his stupid and ludicrous border wall, especially at a time when people living below the poverty line is in the millions and the money would be better spent than on a wall which, in all likelihood, will make no difference.	0	0	1	0	1	0	1	0	0
883	Fear	I felt … when I was attacked by a big dog, while walking in a park.	0	0	1	0	1	1	0	0	0
290	Guilt	I felt ... because I lied to my partner about having an affair.	0	0	1	0	1	0	1	1	1
946	Guilt	I felt ... when I watched a documentary that showed footage of farms of pigs and chickens and as a meat eater I felt awful guilt at how they are treated.	0	0	1	0	1	1	0	0	1
941	Guilt	I felt ... when I bumped into a neighbour in the supermarket who I usually ignore because she lets her kids run riot but then I felt ... that maybe I was being unnecessarily harsh.	0	0	1	0	1	0	0	1	1
1036	Joy	I felt ... when I spent time with my kids.	0	0	1	0	1	1	1	1	1
770	Disgust	I once felt … when I stepped into some dog excrement on the pavement. It was in the days long ago when people were not expected to clean up after their pets.	0	0	1	0	1	1	0	0	1
818	Fear	I felt … when I thought my son could be in trouble when mountain climbing.	0	0	1	0	1	0	1	0	1
641	Shame	I felt ... when I shouted at someone for no good reason	0	0	1	0	1	0	1	1	1
38	Anger	I felt ... when my computer crashed.	0	0	1	0	0	1	0	0	0
317	Guilt	I felt ... when I told a lie to get out of an appointment, when there was not really any reason why I could not attend.	0	0	1	0	0	0	0	1	1
725	Anger	I felt … when I'd been working all day and asked my ex husband to pick up a takeaway. He wanted to go to the pub to watch rugby and I said I would pick him up when I got there he was stood outside and had forgotten about the takeaway just bought a kebab for himself.	0	0	1	0	1	1	0	0	0
875	Fear	I felt … while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.	0	0	1	1	0	1	0	0	1
1055	Sadness	I felt ... when I had to leave to go home on Christmas Day, I knew I would miss my family going back home and Christmas was all but over.	0	0	1	0	1	1	0	0	1
1010	Joy	I felt ... when the lady who was my first crush gave me a smile last week.	0	0	1	0	1	1	0	0	0
905	Guilt	I feel… because I lied to my partner.	0	0	1	0	1	0	1	1	1
53	Anger	I felt ... when the police did not update me on a crime.	0	0	1	0	1	1	0	0	0
390	Joy	I felt ... when I opened my A-Level results and achieved good enough grades to get to my first choice university.	0	0	1	0	0	1	0	1	1
972	Guilt	I felt ... when I stole a pencil from a shop by mistake, but went too far away to return it.	0	0	1	0	0	0	1	0	1
743	Disgust	I felt … when I saw someone saying something intentionally unkind to someone else.	0	0	1	0	1	0	1	0	1
311	Guilt	I felt ... when I had a car accident and put two teenagers boys in hospital.	0	0	1	0	1	0	1	0	1
209	Fear	I felt ... when it was dark and I was in an unknown area.	0	0	1	0	0	1	0	0	1
1180	Shame	I felt ... that when I was in my teen years I never did well at school. On one occasion I brought home a school report card which was full of the just about the worst grades you can get.  My mother showed her displeasure towards me.	0	0	1	0	1	1	0	0	1
974	Joy	I felt ... when my first grandchild was born and my son rang me straight away and wanted me to go into the hospital to see the baby.	0	0	1	0	1	0	1	0	0
279	Fear	I felt ... when I had to remove a large spider from the house.	0	0	1	0	0	1	0	0	1
1084	Sadness	I felt ... when my boyfriend of several years broke up with me.	0	0	1	0	1	1	0	0	0
994	Joy	I felt ... because I had hit my goal for the day.	0	0	1	0	0	1	0	1	1
176	Disgust	I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.	0	0	1	0	1	0	1	0	1
815	Fear	I felt … when housesitting a cottage in the countryside a few autumns ago for some friends who had gone abroad. That particular weekend was rather windy;  I was all alone and there were all sorts of strange sounds making me uneasy.	0	0	1	0	1	1	0	0	1
524	Sadness	I felt ... when my daughter was upset because of a bad relationship.	0	0	1	0	1	0	1	0	0
868	Fear	I felt … when as a teenager, my best friend talked me into going on a rollercoaster where you hang underneath in a seat with your feet free and the coaster went upside down once or twice and I felt intense … as I had a thing about heights as it was. I have been on coasters since and felt uneasy but that time I felt pure …	0	0	1	0	1	1	0	1	1
1190	Shame	I felt ... one night when I was younger, I went out for a night drinking with a friend and I ended up dancing and kissing a girl in a club, despite the fact I already had a girlfriend, and I felt so much ... the next couple of days that I broke up with my girlfriend the next time we spoke.	0	0	1	0	1	1	1	1	1
1141	Shame	I felt ... that I lied about my employment experience on a job application letter.	0	0	1	0	0	0	1	1	1
758	Disgust	I felt … seeing celebrities waste money on vanity.	1	0	0	0	1	0	1	0	0
58	Anger	I felt ... when someone hit my wife's car and drove away.	0	0	1	0	1	0	1	0	0
793	Disgust	I felt … when I heard that two of my daughter's friends had been fighting at school.	0	0	1	0	1	0	1	0	0
10	Anger	I felt ... when my neighbour dumped his rubbish in my garden and started to scream nonsense about my garden belonging to him.	0	0	1	0	1	1	0	0	0
833	Fear	I felt … because my youngest daughter ran off when my other daughter was using a public toilet. I didn't know whether to run after her or stay with my other daughter and was very scared.	0	0	1	0	1	0	1	0	1
483	Sadness	I felt ... because my mother died of cancer. It was the biggest loss I ever had and I still miss her everyday.	0	0	1	0	1	0	1	0	0
685	Anger	I felt … when I heard someone gossip about a friend of mine.	0	0	1	0	1	0	1	0	0
801	Disgust	I felt … when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.	0	0	1	0	0	0	0	0	0
232	Fear	I felt ... because there was a very loud and unexpected bang behind me.	0	0	1	0	1	1	0	0	0
612	Shame	I felt ... because my dog was aggressive with another smaller dog for no obvious reason.	0	0	1	0	1	0	1	0	0
40	Anger	I felt ... when someone I gave a job to lied about me to my boss and helped get me fired.	0	0	1	0	1	1	0	0	0
306	Guilt	I felt ... that I moved away to another country from my family as I met my partner. Although my children are now older and both have their own lives, I feel I should be nearer them to support them.	0	0	1	0	1	0	1	1	1
432	Joy	I felt ... when I gave birth to each of my children, and I think it got more ... with each child as I wasn't worrying as much about the process! The wonder of meeting a small person who had been hidden away was incredible.	0	0	1	0	1	0	1	0	1
911	Guilt	I felt … when I crashed my grandfather's car.	0	0	1	0	1	0	1	0	1
739	Disgust	I felt … when I saw a bag full of moulded bananas on my kitchen counter. I felt … because I’d already cleaned the space and somehow missed them, so I had to clean it all again.	0	0	1	0	0	0	0	0	1
675	Anger	I felt … when the referee awarded a penalty against my football team when there was no question it was a clear challenge.	0	0	1	0	1	1	1	0	0
353	Guilt	I felt ... when I broke a glass cabinet at a party.	0	0	1	0	0	0	0	0	1
22	Anger	I felt ... because one of my children lied. I taught them not to, but natural sin came out and I was surprised to find myself so cross.	0	0	1	0	1	0	0	0	0
1058	Sadness	I was ... when I found out a close family friend passed away. It was out of the blue so we didn’t know it was going to happen, so it was very sad.	0	0	1	0	1	0	1	0	0
1132	Shame	I felt ... when I remember being part of a group of children at school who verbally bullied another child.	0	0	1	0	1	0	1	1	1
1009	Joy	I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.	0	0	1	0	1	1	1	0	0
52	Anger	I felt ... when someone accused me of spreading a rumour, but I had nothing to do with it.	0	0	1	0	1	0	1	0	0
1164	Shame	I felt ... because I was caught out lying about my diary engagements to escape a celebration meal with my inlaws.	0	0	1	0	1	1	0	1	1
730	Disgust	I felt …  because I was eating a bag of pistachio nuts when I realised that one of them tasted bad. I took it out of my mouth and realised it was black and that it must have gone bad. I then noticed that it had a dead maggot inside it. I felt such … that I had been chewing it that I felt sick for hours. So gross.	0	0	1	0	0	1	0	0	1
492	Sadness	I felt ... when there was a tsunami in Thailand because lots of people were killed.	0	0	1	0	1	0	1	0	0
809	Disgust	I felt … when I blamed me for doing nothing.	0	0	1	0	0	1	0	1	1
786	Disgust	I feel … because the government fails to listen to the people but steams on with its own ideas and plans anyway.	0	0	1	0	1	1	1	0	0
555	Sadness	I felt ... when I saw an old man waiting alone at the bus stop in the rain with his shopping bags, wondering if he had any family or friends who might be helping him out.	0	0	1	0	1	0	1	0	1
1185	Shame	I felt ... when I made a mistake at work and somebody else was blamed.	0	0	1	0	1	0	1	0	1
503	Sadness	I felt ... when watching children in need and seeing some of the stories the families had.	1	0	0	0	1	0	1	0	1
780	Disgust	I felt … when I found a child pooping in my garden - which isn’t accessible to the public. His mother didn’t seem to think he’d done anything wrong and even said I shouldn’t have been watching. It wasn’t even cleaned up. I was left with poop in the middle of my yard by a child, which I had to clean up.	0	0	1	0	1	1	0	0	0
462	Sadness	I felt ... when my grandad died.	0	0	1	0	1	0	1	0	0
1056	Sadness	I felt ... when I had to tell an old friend, who I hadn't seen for years, that someone she had known very well had died from cancer.	0	0	1	0	1	1	1	1	0
704	Anger	I felt … when I read a report of suspected Chelsea football club supporters chanting anti-semitic chants and sexually abusing female passengers on a UK train as no rail passengers should be subjected to such animals and it made me feel even more … when I realised that they will likely never be caught and punished and so they will continue with their despicable and cowardly behaviour.	0	0	1	0	1	0	1	0	0
1092	Sadness	I felt ... when it was my uncle’s funeral and he’d died from cancer despite fighting it every step of the way. I felt ... that he knew he was dying and couldn’t do anything about it and he wouldn’t be around to see his granddaughter grow up.	0	0	1	0	1	0	1	0	0
502	Sadness	I feel ... when I think about the effects of BREXIT on destroying peace in Europe.	1	0	0	0	1	1	1	0	0
421	Joy	I felt ... when I saw bees coming back to my garden after few years of absence.	0	0	1	0	0	0	0	0	0
339	Guilt	I felt ... because I accidentally killed my pet fish by decorating his tank with untreated sand.	0	0	1	0	1	0	1	0	1
444	Joy	I felt ... because my boyfriend proposed to me on my Birthday this year. He took me away to New York and set up rose petals with little messages for me to find and then got down on one knee and asked me to marry him, I felt such ... and was overcome with emotion.	0	0	1	0	1	1	0	0	0
779	Disgust	I felt … when my son showed me his ingrown toenail.	0	0	1	0	1	0	1	0	0
579	Shame	I felt ... that the neighbours in the small village that I lived in knew that my ex husband was messing around on the internet chatting up other women before I did.	0	0	1	0	1	1	0	0	0
858	Fear	I feel … because life is an unknown, and it's not knowing in life that brings me fear. It's … sometimes. I feel it everyday.	0	0	1	0	0	1	0	0	0
301	Guilt	I felt ... because I encouraged a boyfriend to like me and then later split up with him. It was wrong of me to be as encouraging I was with the reservations I had.	0	0	1	0	1	0	1	1	1
721	Anger	I felt … when I forgot to put on the yogurt maker even though I looked at it and had just said I wanted to put  it on. I felt … with myself.	0	0	1	0	0	1	0	0	1
1166	Shame	I felt ... when my husband told all his friends that it was my fault we had split up and told people a secret we had.	0	0	1	0	1	1	0	0	0
520	Sadness	I felt ... because a guy that I was dating suddenly changed and went cold and I had no idea why.	0	0	1	0	1	1	0	0	0
438	Joy	I felt ... when my son came down for breakfast early, because I was playing some fun music tracks on the phone. We danced along to the music as we ate breakfast.	0	0	1	0	1	1	1	0	1
1105	Sadness	I felt ... when my father got scammed again.	0	0	1	0	1	0	1	0	0
251	Fear	I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.	0	0	1	0	0	1	1	0	1
1134	Shame	I felt ... when my dad had his little toe cut off because of diabetes and I recognised that if I didn't change my lifestyle that could be me and that I was ... of who I was.	0	0	1	0	1	0	1	0	0
804	Disgust	I felt … when I let go of myself last year. I wasn't in a good place, but eventually I didn't recognise myself (physically or how I was acting) and I felt … at myself for not trying to be the best person I could and wasting so much time.	0	0	1	0	0	1	0	1	1
1121	Shame	I felt ... when I found out that my daughter had been having a difficult time and I didn't realise straight away what she was going through.	0	0	1	0	1	0	0	0	1
162	Disgust	I felt ... when I was served almost a chicken head as a traditional dish in the south of Italy.	0	0	1	0	0	1	0	0	1
124	Disgust	I felt ... when I ate something I thought was fresh pineapple and looked at the rest of it and saw it was squirming.	0	0	1	0	0	1	0	0	1
814	Fear	I felt … when my daughter was getting bullied at school and I thought she was in danger.	0	0	1	0	1	0	1	0	0
609	Shame	I felt ... when I offended a young woman.	0	0	1	0	1	0	1	1	1
105	Disgust	I felt ... when my mom offered me curry.	0	0	1	0	1	1	0	0	0
92	Disgust	I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.	0	0	1	0	1	0	1	0	1
1091	Sadness	I felt ... because I did not get active members to work on my website.	0	0	1	0	0	1	0	1	1
914	Guilt	I felt … because I bought two cakes one for me and one for my partner but I ate them both before he got home and didn't tell him I'd bought them.	0	0	1	0	1	0	0	1	1
112	Disgust	I felt ... when I stepped in some dog excrement whilst walking on a footpath to the library.	0	0	1	0	0	1	0	0	1
1060	Sadness	I felt ... when I heard that my husband's mother had to go back into hospital again after days of being home and appearing to get well.	0	0	1	0	1	0	1	0	1
889	Fear	I felt … when my friends baby started choking, she froze and started panicking, I took the baby off her turned it upside down and slapped its back a few times she coughed a few times then calmed down and started breathing normally.	0	0	1	0	1	0	1	1	0
79	Anger	I feel … because I can't stand when people lie.	0	0	1	0	1	0	0	0	1
237	Fear	I felt ... when I saw someone else got stabbed near me in Cartagena in Colombia.	0	0	1	0	1	0	1	0	1
294	Guilt	I felt ... when I forgot our anniversary.	0	0	1	0	1	0	0	0	1
657	Shame	I felt ... when I did not volunteer to drive my parents back from London, when they said mum did not want dad to drive in the dark.	0	0	1	0	1	0	1	1	1
556	Sadness	I felt ... when I saw a recent wildlife documentary where the young babies died.	0	0	1	0	1	0	1	0	1
776	Disgust	I felt … when I went on holiday to Tunisia and it was an all inclusive holiday, a lady was eating a plate full of prawns in their shells and the flies were all over them.	0	0	1	0	1	0	1	0	0
389	Joy	I felt ... when my best friend had a little boy, who she had been trying for years for.	0	0	1	0	1	0	1	0	0
932	Guilt	I felt ... when, as a University student, I went nightclubbing and, having got home, needed cigarettes and decided to drive to the shop at 3am. I shouldn't have done it as I had too much to drink and I felt very guilty about it the next day. Luckily, it hadn't resulted in anything untoward but it was the only time it ever happened.	0	0	1	0	0	1	0	0	1
929	Guilt	I felt ... when I couldn’t visit my mum every day, whilst she was in hospital.	0	0	1	0	1	0	1	0	1
491	Anger	I feel … when I see politicians grinning at food bank photo opportunities before swanning off in their warm cars to a heated house with a full kitchen of food.	0	0	1	0	1	0	1	0	1
583	Shame	I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.	0	0	1	0	1	1	1	0	1
532	Sadness	I felt ... when I saw a homeless man with a dog on the street.	0	0	1	0	1	0	1	0	1
1155	Shame	I felt ... because Britain voted to leave the EU.	0	0	1	0	1	1	1	0	0
1131	Shame	I felt shame when I let down a friend who was relying on me to do a job at his house.	0	0	1	0	1	0	1	1	1
522	Sadness	I felt ... when my father was diagnosed with dementia and stopped acting as a rational human being.	0	0	1	0	1	0	1	0	0
769	Disgust	I felt … when I found out that my ex had been cheating on me and hadn’t had any STI checks or anything. I felt … at the idea that he had cheated on me and that he could’ve passed diseases on to me and didn’t even care.	0	0	1	0	1	1	0	0	1
920	Guilt	I felt ... when I told my boyfriend his favourite programme wasn’t on the telly because he watches it all the time and I wanted to watch something else.	0	0	1	0	1	0	1	1	1
359	Guilt	I felt ... because I drank way too much, knowing that I had things to do the next day.	0	0	1	0	0	1	0	1	1
85	Anger	I felt ... when someone overtook my car on a blind bend and nearly caused an accident.	0	0	1	0	1	1	1	0	0
620	Shame	I felt ... when I ate my whole Easter egg in one go.	0	0	1	0	0	1	0	1	1
337	Guilt	I felt ... when I laughed at a milkman falling over.	0	0	1	0	1	0	1	1	1
36	Anger	I felt ... when Donald Trump was elected US President.	0	0	1	0	1	0	1	0	0
719	Anger	I felt … when I saw a advert on tv for an animal charity for abused animals and I felt … at how people can treat animals so badly.	0	0	1	0	1	0	1	0	1
1083	Sadness	I felt ... when my grandmother died.	0	0	1	0	1	0	1	0	0
206	Fear	I felt ... when trying to go to the top of a set of high stairs to ride a water ride. The height made me ...	0	0	1	0	0	1	0	0	1
940	Guilt	I feel ... for eating chocolate when I know I should choose healthy things.	0	0	1	0	0	1	0	1	1
349	Guilt	I felt ... when I took something without paying.	0	0	1	0	0	1	0	1	1
1007	Joy	I felt ... when I found a rare item I had wanted for a long time.	0	0	1	0	0	1	0	0	1
454	Joy	I felt ... because I was baptised in the Holy Spirit as a Christian. It was like all my worries were pushed to one side and I had a feeling of immense love, peace and ...	0	0	1	0	0	1	0	1	1
962	Guilt	I felt ... because I make my parents’ problems worse because my income is minimal and not really enough to support all of us, but neither of them can work. I feel ... because I don’t have enough to get what they need and they get angry about it.	0	0	1	0	1	0	1	0	1
216	Fear	I felt ... because my son had a lump come up under his arm. It turned out to be benign, but it is ... when you see your child ill for any reason.	0	0	1	0	1	0	1	0	0
243	Fear	I felt ... because I was walking around in the dark.	0	0	1	0	0	1	0	0	1
270	Fear	I felt ... when I had to climb a ladder to do a job on the gutters.	0	0	1	0	0	1	0	0	0
1042	Joy	I felt ... of cycling to the local nature reserve for a photo and getting perfect weather conditions for it when I arrived there.	0	0	1	0	0	1	0	0	1
409	Joy	I felt ... when I bought my first home.	0	0	1	0	0	1	0	1	1
250	Fear	I felt ... when I cycled down a mountain in Scotland.	0	0	1	0	0	1	0	1	1
429	Joy	I felt ... when my best friend who moved to Australia surprised me by coming over to England to see me unexpectedly as a surprise visit, she stayed and we spent the whole week making up for lost time.... going to the cinema, going shopping, having girly nights in with old friends and nights out at the weekend. That ... lasted for an entire week. She's back in Australia now and I miss her.	0	0	1	0	1	1	0	0	0
12	Anger	I felt ... when I was at work and nothing seemed to be going right. I was in a rush as I needed to leave work a small bit earlier that particular day, and was trying to get a lot done in a short space of time. Unfortunately, things started to go wrong, the more they went wrong, the more mistakes I made and the ... I became. The ... I became, the more mistakes I made, which just led to a very vicious circle.	0	0	1	0	0	1	0	0	1
443	Joy	I felt ... when I found some money in the street.	0	0	1	0	0	1	0	0	1
1087	Sadness	I felt ... when I watched a sad movie.	0	0	1	0	0	1	0	0	1
821	Fear	I felt … when I momentarily lost sight of my son in a shop.	0	0	1	0	1	1	0	0	1
872	Fear	I felt … because we were driving fast in the rain in order to get somewhere before it shut, and the driver was going over the speed limit.	0	0	1	0	1	1	0	0	0
948	Guilt	I felt ... when I lied to my friend and said I was going out but I wasn’t.	0	0	1	0	1	0	1	1	1
1014	Joy	I felt ... when witnessing the joy on my children’s face on Christmas morning.	0	0	1	0	1	0	1	0	1
881	Fear	I felt … today when up the step ladder pruning a tree - the worry of slipping and falling off.	0	0	1	1	0	1	0	0	1
850	Fear	I felt … when my mum was taken into the hospital.	0	0	1	0	1	0	1	0	0
208	Fear	I felt ... when I was ten years old and trying to get to sleep after staying up late, unknown to my parents, to watch a late night hammer horror film.	0	0	1	0	1	1	0	1	1
299	Guilt	I felt ... when I forgot to set an alarm and was 2 hours late to go and let my mum's dog out for a walk and feed him.	0	0	1	0	1	0	1	0	1
392	Joy	I felt ... when I finally got all the children into bed after a very, long day.	0	0	1	0	1	0	1	1	1
289	Guilt	I felt ... because my grandfather passed away and I was not there because I didn't want to drive in the early hours of the morning.	0	0	1	0	1	0	1	1	1
235	Fear	I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.	0	0	1	0	1	0	0	0	1
775	Disgust	I felt … when a stranger threatened my children.	0	0	1	0	1	0	1	0	0
865	Fear	I felt … because my 8 week old son had problems breathing and was turning blue.	0	0	1	0	1	0	1	0	0
417	Joy	I felt ... when I found a paperback I had been looking for in a charity shop, in excellent condition and much cheaper than it would have cost to buy online.	0	0	1	0	0	1	0	0	1
71	Anger	I felt ... when I discovered that I had been overcharged for some work on my car and that I could have had the job completed for a cheaper price.	0	0	1	0	0	1	0	0	1
139	Disgust	I felt ... when I stepped into a pile of dog excrement on the pavement.	0	0	1	0	0	1	0	0	1
729	Disgust	I felt a lot of … towards my friend because he stole my wallet.	0	0	1	0	1	1	0	0	0
