Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Angst
162	disgust	I felt ... when I noticed that a big spider was crawling over my forehead in my sleep at night.	M	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:19:04	0
53	joy	I felt ... because I won a lottery	J	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 00:23:03	0
229	fear	I felt ... years ago when a big bug in the bathroom fell from the ceiling.	W	I	Es	Fl	Lostau	DEU	3	11/24/2018 07:42:14	0
301	shame	I felt ... when a colleague only informed me in the evening that I had a big spot on my blouse since lunch.	W	Mi	Ms	Ml	nan	DEU	22	11/25/2018 20:35:42	0
90	guilt	I felt ... that I put my best buddy.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:41:38	0
295	disgust	I felt ... when a dove flew against the window and lay dead on the terrace.	J	I	Tol	Fl	nan	AUT	24	11/23/2018 16:44:50	0
257	guilt	I felt ... when I broke the beautiful old plate while washing dishes	T	Mi	Ms	Ml	nan	DEU	31	11/28/2018 18:00:46	0
109	shame	I felt ... when I once again had the weekend wasted	M	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:42:36	0
340	disgust	I felt ... when I saw a horror film in which the intestines hung a dead man from the abdominal cavity.	M	S	Ms	Ml	nan	DEU	22	11/25/2018 20:36:51	0
113	sadness	I felt ... when my favorite mom died a few months ago	W	I	Epm	Ml	nan	DEU	31	11/22/2018 17:44:52	4
412	disgust	I felt ... when I had to cross the station area	J	S	Tol	Ml	nan	AUT	43	11/26/2018 06:24:55	1
183	anger	I felt ... when the doctors in the hospital wanted to give artificial access to my dying grandmother to administer the thyroid medications.	W	I	Ms	Ml	Gelsenkirchen	DEU	48	11/22/2018 23:58:05	0
9	joy	I felt ... when I finally got a long-sought article for a reasonable price on ebay.	T	S	Epm	Ml	Wesel	DEU	5	11/21/2018 08:37:23	5
253	fear	I feel ... when my children are too close to the road when the bus comes	W	Mi	Es	Ml	nan	DEU	22	11/25/2018 20:33:41	0
283	shame	I felt ... I had the wrong clothes on an important business appointment	T	Mi	Es	Ml	Voerde	DEU	5	11/22/2018 09:19:21	0
194	guilt	I felt ... when I yelled at my little kids	J	S	Tol	Fl	Dresden	DEU	50	11/26/2018 14:25:07	0
281	joy	I felt ... when I won the lottery.	W	Mi	Epm	Ml	nan	DEU	20	11/21/2018 20:24:46	0
176	guilt	I felt ... because I missed my workout last week, which is important for my fitness.	M	I	Ms	Ml	Frechen	DEU	19	11/25/2018 09:13:52	0
425	joy	I felt ... when I won a lot in the lottery.	T	Mi	Ms	Ml	Freiburg	DEU	28	11/26/2018 14:19:04	0
392	anger	I felt ... because a few days ago I could not start because of a broken car battery and came to work too late.	T	Mi	Epm	Ml	Wesel	DEU	5	11/21/2018 08:30:51	0
234	anger	I feel ... when someone irritates and insults me, threatens me, or when someone touches my children.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:34:11	0
421	shame	I felt ... because I had to give my driver's license after a drunk driving.	W	Mi	Ms	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:53:36	0
378	anger	I felt ... when my car was damaged in another parking lot and the driver escaped.	T	I	Es	Ml	nan	AUT	43	11/26/2018 06:28:48	1
68	sadness	I felt ... when I heard how much Bitcoin had fallen off.	W	Mi	Epm	Fl	Dresden	DEU	50	11/20/2018 14:04:06	0
316	disgust	I felt ... when I saw the dirty toilet in the office.	J	I	Ms	Ml	Neuhausen	DEU	38	11/26/2018 17:40:30	0
357	guilt	I felt ... when 10 DM were missing in our club cash!	M	S	Tol	Ml	Voerde	DEU	5	11/22/2018 19:34:00	0
278	sadness	I felt ... when I had to hand over my dog	W	I	Ms	Ml	nan	AUT	43	11/26/2018 06:48:35	0
427	guilt	I felt ... when I shouted at my son because he was really bad. (I try to avoid it and explain it better - it works quite well and he is relatively calm in comparison)	J	Mi	Es	Ml	Neuhausen	DEU	38	11/26/2018 17:33:31	0
115	anger	I felt ... when my teacher gave me an unjust note.	M	I	Epm	Ml	Munich	DEU	28	11/22/2018 22:00:14	0
27	disgust	I felt ... because somebody ate boiled snails next to me.	W	S	Tol	Fl	nan	AUT	24	11/23/2018 16:18:11	4
327	fear	I felt ... when the doctor diagnosed cancer	J	S	Tol	Fl	nan	AUT	24	11/20/2018 18:25:15	0
369	sadness	I felt ... when I felt great sadness when my mother passed away	T	S	Tol	Ml	Neuhausen	DEU	38	11/26/2018 17:35:21	0
394	sadness	I feel ... because so many kids around the world are hungry.	T	S	Es	Ml	nan	DEU	39	11/21/2018 11:16:32	0
391	anger	I feel ... when my supervisor unnecessarily stresses me at work. This has happened very often lately.	M	I	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 06:48:15	2
387	anger	I felt ... from the day I found out that maybe our company will close and I will stay without work.	M	I	Ms	Fl	nan	AUT	24	11/20/2018 18:26:17	0
102	anger	I felt ... when I visited the dogs at the shelter	T	S	Epm	Ml	nan	DEU	5	11/22/2018 19:38:12	0
236	disgust	I felt ... when I changed my son's diaper and he totally fucked up	T	I	Epm	Ml	Voerde	DEU	5	11/22/2018 19:35:41	0
435	shame	I felt ... when I changed in the swimming pool and a strange woman watched me doing it	T	S	Ms	Ml	nan	AUT	43	11/26/2018 06:23:22	0
348	anger	I felt ... when I got a ticket from the L1 that they just did not think about.	W	Mi	Tol	Ml	Vienna	AUT	10	11/22/2018 13:32:19	0
75	sadness	I felt ... when the holiday was over.	T	S	Es	Ml	nan	AUT	43	11/21/2018 06:58:38	0
227	disgust	I felt ... when I unpacked the meal packet from my son because it was totally moldy.	M	I	Ms	Fl	nan	AUT	24	11/23/2018 16:40:20	0
355	shame	I felt ... when I met a school friend and did not recognize her	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:39:14	2
231	sadness	I felt ... when my sister was diagnosed with breast cancer.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:50:33	0
31	shame	I felt ... when I gave nothing to a beggar in the pedestrian area.	M	I	Epm	Ml	Frechen	DEU	19	11/25/2018 16:54:13	5
249	fear	I felt ... when I walked alone through the city at night and loudly bellowing a group of young men came towards me.	J	Mi	Ms	Ml	Greven	DEU	20	11/23/2018 22:34:02	0
360	shame	I felt ... when I became unemployed.	M	S	Tol	Fl	nan	AUT	24	11/23/2018 16:47:15	0
309	sadness	I felt ... when I stood in front of her grave	J	I	Tol	Fl	nan	AUT	24	11/27/2018 20:42:45	0
401	guilt	I felt ... when I failed the exam because I had learned too little	T	S	Epm	Ml	nan	DEU	31	11/21/2018 17:52:29	1
136	anger	I felt ... when the telephone terror did not stop again	T	S	Tol	Ml	nan	DEU	31	11/20/2018 14:03:40	0
15	joy	I felt ... when I could go to the weekend	W	S	Ms	Fl	Lostau	DEU	3	11/24/2018 07:49:43	2
38	fear	I felt ... when I wanted to take a shower, but there was a big black spider at the drain and there was no one to help.	M	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/22/2018 23:35:30	5
155	fear	I felt ... watching a scary scene in a disturbing horror movie.	T	Mi	Es	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:39:48	0
306	joy	I felt ... when I could make a bargain on the internet.	J	Mi	Epm	Ml	Dortmund	DEU	20	11/26/2018 19:02:22	0
347	guilt	I felt ... when I accidentally hit a garden lamp with a football and it broke.	T	Mi	Ms	Ml	Voerde	DEU	5	11/22/2018 09:18:48	0
192	sadness	I felt ... because my cell phone broke down	J	I	Ms	Fl	Berlin	DEU	37	11/26/2018 20:34:33	0
30	joy	I felt ... when I got a good grade.	M	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:18:27	1
224	fear	I felt ... when I almost made an accident	W	S	Tol	Ml	Voerde	DEU	5	11/22/2018 09:20:03	0
337	shame	I felt ... when I had a big pimple on my forehead	T	I	Ms	Ml	Vienna	AUT	10	11/22/2018 13:31:40	0
168	sadness	I felt ... when someone died.	T	S	Tol	Ml	Voerde	DEU	5	11/22/2018 19:37:00	0
13	joy	I felt ... when my daughter told me that I'm the best dad in the world	W	S	Epm	Ml	Vienna	AUT	10	11/22/2018 13:21:41	5
120	fear	I felt ... when turbulence was flying.	W	Mi	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:19:01	2
354	disgust	I felt ... in a brutal horror movie I saw	W	S	Tol	Ml	nan	AUT	43	11/26/2018 06:28:46	0
223	sadness	I felt ... when I learned that the papa month was not taken into account for either the company pension or the salary advance.	J	S	Es	Fl	Dresden	DEU	50	11/22/2018 08:54:14	0
254	shame	I felt ... when I saw that my pants had a big stain behind.	J	I	Ms	Ml	nan	AUT	43	11/26/2018 06:57:04	0
404	shame	I felt ... when my pants burst on the inside of my thighs at work. Unfortunately I had to stay at work for almost 9 more hours because I was the only technician on duty.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:43:01	0
393	anger	I felt ... when a bus drove me out of my nose.	T	S	Es	Ml	Freital	DEU	41	11/21/2018 09:19:28	1
373	anger	I feel ... when I was taken as a cyclist at a crossroads from a delivery van the right of way.	J	I	Tol	Fl	nan	AUT	24	11/27/2018 20:45:08	0
438	sadness	I felt ... when they had to say goodbye to me	W	S	Tol	Ml	Frechen	DEU	19	11/26/2018 18:40:29	0
94	anger	I felt ... that our policy is not ready to hold the auto companies responsible in the wake of the diesel affair.	M	Mi	Epm	Ml	Neuhausen	DEU	38	11/22/2018 15:45:30	0
161	disgust	I felt ... when a cut on my arm became inflamed and pus leaked out.	T	S	Tol	Fl	nan	DEU	3	11/24/2018 07:42:07	0
358	joy	I felt ... when I heard that my trip to Norway could take place, because this was a long time on the edge.	M	S	Ms	Ml	Munich	DEU	28	11/22/2018 21:47:39	0
248	sadness	I felt ... when I saw a show in which refugees were drowned in the sea.	M	Mi	Ms	Fl	nan	AUT	24	11/23/2018 16:42:27	0
259	shame	I felt ... because I had forgotten that I wanted to come and that he had waited in vain	J	I	Epm	Ml	Neuhausen	DEU	38	11/26/2018 17:41:31	0
221	shame	I felt ... when I peed on a wall and was seen.	M	I	Tol	Ml	nan	DEU	31	11/21/2018 17:59:48	0
89	shame	I felt ... about the appearance of the team at the World Cup	J	Mi	Epm	Ml	nan	DEU	20	11/21/2018 20:22:43	1
294	disgust	I felt ... when I last saw a bigger spider.	M	I	Ms	Ml	Munich	DEU	28	11/22/2018 21:50:06	0
413	guilt	I felt ... when I learned that because of my failure, we all had a day off at work.	T	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:41:46	1
143	anger	I felt ... when I heard how many animal and plant species are disappearing forever from this planet.	T	S	Ms	Ml	nan	DEU	5	11/21/2018 08:35:21	0
395	joy	I feel ... when I'm playing with my little kids	T	S	Epm	Fl	nan	DEU	50	11/22/2018 08:56:37	1
312	anger	I feel ... when I was jostled on the tram.	T	S	Tol	Ml	nan	DEU	22	11/25/2018 20:36:12	1
377	guilt	I feel ... that I almost did not care for my pension at all.	W	Mi	Ms	Ml	nan	DEU	22	11/25/2018 20:38:37	0
245	sadness	I felt ... when my son brought home an entry from school	T	Mi	Epm	Ml	nan	DEU	31	11/22/2018 17:45:35	0
189	shame	I felt ... when I once again ignored the diet plan	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:30:51	0
79	joy	I felt ... when I found out that my dad is feeling better	T	I	Epm	Fl	Berlin	DEU	37	11/21/2018 15:33:54	1
436	disgust	I felt ... as the spider rappelled in front of my nose	J	S	Tol	Fl	Dresden	DEU	50	11/26/2018 14:24:38	0
211	anger	I felt ... when the promised salary increase was not approved.	M	S	Epm	Ml	nan	DEU	5	11/21/2018 08:33:51	0
110	shame	I feel ... when I have to sneeze in public and it spit snot out of my nose	W	Mi	Es	Ml	nan	DEU	22	11/25/2018 20:26:36	0
382	disgust	I felt ... when I saw that the jam in the glass was moldy.	W	I	Ms	Ml	nan	DEU	31	11/28/2018 18:01:32	1
228	sadness	I felt ... as I thought about the future of the country	J	N	Epm	Ml	nan	DEU	20	11/24/2018 01:30:05	0
414	shame	I felt ... when an expensive glass fell off the table.	T	Mi	Es	Ml	nan	DEU	31	11/22/2018 17:18:28	1
117	anger	I felt ... when the telephone terror did not end	M	I	Ms	Fl	nan	AUT	24	11/23/2018 16:27:15	0
247	disgust	I felt ... because I had never watched surgery and had blood everywhere	J	Mi	Epm	Ml	Munich	DEU	28	11/22/2018 21:52:30	0
101	shame	I felt ... as I burst into the ladies' room, lost in thought.	W	Mi	Epm	Ml	nan	DEU	31	11/22/2018 17:42:16	0
237	disgust	I felt ... when I saw a report on San Francisco on the internet	J	I	Epm	Ml	nan	DEU	28	11/22/2018 21:54:15	0
385	shame	I felt ... when I first had to take off in front of a doctor for a doctor's visit.	T	I	Ms	Ml	nan	DEU	31	11/28/2018 20:45:32	0
170	sadness	I felt ... when my club lost a 3 to 1 lead	M	Mi	Epm	Ml	nan	DEU	48	11/22/2018 23:56:50	0
43	joy	I felt ... when I happened to meet a long-lost friend.	M	S	Tol	Ml	Frechen	DEU	19	11/25/2018 09:15:07	5
349	fear	I felt ... when the plane had to make an emergency landing on the last flight.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:38:31	0
321	sadness	I felt ... when a cat was run over by me in front of our house.	M	I	Tol	Ml	nan	DEU	28	11/28/2018 20:55:46	0
235	guilt	I felt ... because I often left my sick father alone.	M	I	Tol	Ml	nan	DEU	31	11/22/2018 17:43:04	0
54	shame	I felt ... when the team failed at the World Cup	W	I	Epm	Fl	Lostau	DEU	3	11/24/2018 07:38:41	4
56	fear	I felt ... when I parked late at night, relatively far from my apartment, and had to go home in the dark.	J	S	Tol	Ml	nan	DEU	48	11/25/2018 11:35:22	2
341	fear	I felt ... when a terrorist attack was committed on a Christmas market in Berlin.	M	S	Tol	Ml	nan	AUT	43	11/26/2018 06:28:45	1
368	sadness	I felt ... when my wife had a curettage.	W	S	Tol	Ml	Frechen	DEU	19	11/26/2018 16:59:18	0
269	sadness	I felt ... when one of my best friends died too early.	J	I	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 06:42:14	0
402	guilt	I felt ... from the day I realized that maybe I was not the best son for my parents.	M	I	Ms	Ml	nan	DEU	28	11/21/2018 18:06:00	0
51	anger	I felt ... when I found out that my master had discriminated against me.	M	S	Ms	Fl	Dresden	DEU	50	11/23/2018 12:59:03	5
28	fear	I felt ... because I could not reach my dad by phone.	J	I	Es	Ml	Düsseldorf	DEU	23	11/23/2018 16:35:32	5
325	fear	I felt ... when I got lost in the snow	J	I	Tol	Ml	nan	DEU	28	11/28/2018 21:24:12	0
432	guilt	I felt ... because I did not help my friend in a fight and just ran away.	M	I	Tol	Ml	nan	DEU	31	11/25/2018 14:39:53	3
26	anger	I feel ... when I think about the future of the country	W	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/22/2018 23:17:22	5
165	fear	I felt ... when I heard noises on the terrace at night. Luckily it was just fighting cats.	J	S	Tol	Ml	nan	AUT	43	11/26/2018 06:51:57	0
50	joy	I felt ... when my wife woke me up in the night and told me that the pregnancy test is positive.	M	I	Es	Ml	Munich	DEU	28	11/22/2018 22:08:59	1
381	fear	I felt ... when I thought about how close I escaped an accident.	T	I	Ms	Ml	nan	DEU	22	11/28/2018 17:55:36	0
147	sadness	I felt ... when my son brought home a bad grade	M	I	Es	Ml	Vienna	AUT	10	11/22/2018 13:24:33	0
308	joy	I felt ... when I saw a friend again after a long time.	T	Mi	Epm	Ml	nan	AUT	43	11/27/2018 06:44:37	0
342	guilt	I felt ... when I received an email from my supervisor saying that I had too many good hours - I could not do my job within the time allowed.	T	I	Epm	Ml	nan	DEU	31	11/21/2018 17:53:30	0
389	sadness	I felt ... when the late balance fell	J	I	Tol	Ml	Krefeld	DEU	12	11/20/2018 19:31:57	0
169	anger	I felt ... when Donald Trump was elected President of the United States	W	S	Tol	Ml	nan	DEU	28	11/22/2018 21:58:14	0
185	joy	I felt ... because my dad was in better health.	J	S	Tol	Fl	nan	AUT	24	11/23/2018 16:38:52	0
6	joy	I felt ... when, after the birth of my son, I held him for the first time	T	I	Tol	Ml	Gelsenkirchen	DEU	48	11/20/2018 21:46:27	5
403	fear	I felt ... when my son was taken to the hospital and a serious infection was treated there.	J	Mi	Es	Ml	Dortmund	DEU	20	11/21/2018 20:16:54	0
353	anger	I felt ... when my bicycle saddle was stolen.	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:37:21	1
142	sadness	I felt ... when I heard that my wife had gone astray.	M	S	Tol	Ml	nan	AUT	43	11/21/2018 07:00:45	0
346	joy	I felt ... when my wife told me she was pregnant again.	J	I	Epm	Fl	Dresden	DEU	50	11/22/2018 08:56:13	0
276	sadness	I felt ... when I heard a sad song on the radio.	W	Mi	Es	Fl	nan	DEU	3	11/24/2018 07:58:01	0
397	guilt	I felt ... when I was late for an appointment because I was getting lost again in the morning.	J	I	Es	Ml	Greven	DEU	20	11/24/2018 01:11:24	0
232	anger	I felt ... when money was stolen from an ATM a few years ago.	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:32:10	0
74	shame	I felt ... when I went astray.	W	Mi	Epm	Ml	Ingolstadt	DEU	28	11/21/2018 06:32:16	0
157	disgust	I felt ... when I saw others in a restaurant blithely digging at the table in the nose.	T	S	Es	Ml	Voerde	DEU	5	11/22/2018 09:20:33	0
300	joy	I felt ... when I was fiddling with my son	J	I	Tol	Ml	Frechen	DEU	19	11/25/2018 09:10:38	0
338	guilt	I felt ... when, through a negligent mistake, I inflicted more financial damage on another.	J	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 01:09:52	0
299	sadness	I felt ... when a monitor was stolen.	J	Mi	Es	Fl	Havelberg	DEU	37	11/24/2018 16:37:13	0
159	guilt	I felt ..., I lied to my mother.	M	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:27:10	0
252	joy	I felt ... when I got a wish jumper for my birthday.	M	Mi	Tol	Ml	Gelsenkirchen	DEU	48	11/25/2018 12:02:37	0
16	shame	I felt ... when I ordered the birthday present for my son too late, so it did not arrive until after his birthday.	T	S	Ms	Ml	Frechen	DEU	19	11/25/2018 08:55:12	1
371	fear	I felt ... when I was involved in a car accident.	M	I	Tol	Ml	Kassel	DEU	42	11/26/2018 19:39:27	0
84	sadness	I felt ... when my dog ​​died	M	I	Epm	Ml	Düsseldorf	DEU	23	11/24/2018 15:18:31	1
244	disgust	I feel ... when I smell kidney or liver.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:35:13	0
137	shame	I felt ... when a nonesseater was beaten in my community.	J	S	Tol	Fl	nan	AUT	24	11/20/2018 18:20:31	0
246	joy	I felt ... when my son married his fiancee	W	I	Epm	Ml	nan	DEU	5	11/22/2018 19:35:04	0
171	shame	I felt ... when I had to fart when a friend was there and she heard it	M	I	Ms	Fl	nan	DEU	50	11/23/2018 13:01:49	0
359	joy	I felt ... because my friend visited me surprisingly.	M	S	Tol	Ml	Gelsenkirchen	DEU	48	11/23/2018 00:03:52	0
125	sadness	I felt ... when I heard about the death of a friend.	W	S	Es	Ml	Düsseldorf	DEU	31	11/26/2018 13:28:35	0
124	disgust	I felt ... when I saw the kale dish, and especially smelled	M	I	Es	Ml	Frechen	DEU	19	11/26/2018 19:58:36	0
104	disgust	I felt ... when I had to watch the work in a slaughterhouse.	M	I	Epm	Fl	Dresden	DEU	50	11/23/2018 13:00:34	0
366	disgust	I felt ... because a lot of food was moldy in the fridge.	T	S	Ms	Ml	Düsseldorf	DEU	31	11/26/2018 13:13:05	0
210	sadness	I felt ... when my favorite club caught up	W	Mi	Epm	Ml	nan	AUT	43	11/21/2018 07:01:10	0
184	shame	I felt ... when I had to discipline my son on the tram.	M	S	Ms	Fl	nan	DEU	50	11/23/2018 13:03:04	0
379	joy	I felt ... because I could spend a nice evening with my family.	J	I	Tol	Ml	Neuhausen	DEU	38	11/26/2018 17:38:16	0
297	sadness	I felt ... when a former classmate killed himself.	M	Mi	Ms	Fl	nan	DEU	3	11/24/2018 07:49:31	0
264	guilt	I felt ... when I forgot to pour the flowers of a friend while she was on vacation.	T	Mi	Epm	Ml	nan	DEU	31	11/28/2018 15:38:51	0
298	shame	I felt ... when I broke the diet again	J	Mi	Es	Ml	Krefeld	DEU	42	11/24/2018 08:19:17	0
445	guilt	I felt ... when I beat myself	W	S	Epm	Ml	nan	DEU	31	11/28/2018 21:44:46	3
240	anger	I felt ... when I was almost cleared of a car on the way back	W	I	Ms	Fl	nan	DEU	3	11/24/2018 07:42:17	0
238	shame	I felt ... when a friend at a party completely failed and I could not do anything.	J	I	Ms	Fl	nan	AUT	24	11/23/2018 16:41:25	0
25	shame	I felt ... because I forgot her birthday	M	I	Es	Ml	Neuhausen	DEU	38	11/22/2018 15:43:08	5
250	fear	I felt ... when my car got off the road.	J	S	Ms	Fl	Lostau	DEU	3	11/24/2018 07:42:20	2
388	shame	I felt ... when I had to give a presentation to many strangers that I was not well prepared for.	M	I	Ms	Ml	Oberboihingen	DEU	38	11/20/2018 18:59:39	0
293	anger	I felt ... because a good friend tried to turn my girlfriend on.	W	Mi	Es	Ml	Voerde	DEU	5	11/22/2018 19:34:25	0
190	guilt	I felt ... when I turned on a colleague silly from the side because I had a bad day	J	I	Ms	Ml	nan	AUT	43	11/26/2018 06:57:00	0
407	joy	I felt ... when I got the job promise for my current job.	M	I	Ms	Ml	Vienna	AUT	10	11/22/2018 13:34:07	0
352	anger	I felt ... when I was robbed.	M	I	Tol	Ml	Frechen	DEU	19	11/25/2018 09:06:08	1
206	sadness	I felt ... when I heard about my mother's serious illness.	J	I	Ms	Fl	nan	AUT	24	11/20/2018 18:21:48	0
426	shame	I felt ... when I forgot my best friend's birthday	M	I	Epm	Ml	Frechen	DEU	19	11/26/2018 16:57:35	1
291	anger	I felt ... when a reckless car driver almost caused an accident by making a dangerous overtaking maneuver.	J	Mi	Epm	Ml	Neuhausen	DEU	38	11/22/2018 15:37:39	0
406	guilt	I felt ... when the barbecue was burned while I was having a barbecue.	M	S	Tol	Ml	Voerde	DEU	5	11/22/2018 09:18:01	3
80	anger	I felt ... because I was beaten by 3 men	M	Mi	Epm	Ml	Vienna	AUT	10	11/22/2018 13:20:29	1
270	disgust	I felt ... when I saw a birth on TV.	T	I	Epm	Ml	Wesel	DEU	5	11/21/2018 08:33:03	0
285	guilt	I feel ... when I have smiled or shouted at my children too much.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:36:23	0
151	guilt	I felt ... when a friend fell heavily by bike due to my carelessness.	M	S	Tol	Ml	nan	DEU	22	11/25/2018 20:29:09	0
29	joy	I felt ... when I got a significant salary increase.	W	I	Epm	Fl	Lostau	DEU	3	11/24/2018 07:57:59	5
140	fear	I felt ... because a big dog came running up to me and there was no master in sight.	T	I	Ms	Ml	Gelsenkirchen	DEU	48	11/20/2018 21:49:51	0
219	joy	I felt ... when I got a self-painted picture from my son.	J	I	Tol	Ml	Frechen		19	11/25/2018 09:02:15	0
260	shame	I felt ... when I was caught causing a rear-end collision	J	N	Epm	Ml	Dortmund	DEU	20	11/26/2018 19:12:58	0
135	shame	I felt ... when I wrote a bad grade at school.	M	I	Tol	Fl	Dresden	DEU	50	11/20/2018 14:02:53	0
351	joy	I felt ... that I had my birthday.	J	S	Tol	Fl	Lostau	DEU	3	11/24/2018 07:49:33	0
287	sadness	I felt ... when I had to give up my cat because I'm traveling too much for work.	M	I	Ms	Fl	Lostau	DEU	3	11/24/2018 07:42:23	0
49	guilt	I felt ... when I broke my girlfriend's mixer.	M	S	Es	Ml	Voerde	DEU	5	11/22/2018 19:38:51	3
127	fear	I felt ... because I lost my children while shopping and found them only after a long search	M	I	Epm	Ml	nan	DEU	19	11/26/2018 17:17:19	0
42	disgust	I felt ... when I opened the bio bin in the summer and saw countless disgusting worms.	M	I	Tol	Ml	Krefeld	DEU	42	11/24/2018 08:18:54	3
400	fear	I felt ... because my grandma was ill	M	Mi	Es	Ml	nan	AUT	43	11/26/2018 06:26:38	0
4	anger	I felt ... when I walked to a station tram, the driver saw me and he drove off. No 5m later, but he stopped, because a relatively pretty woman has suddenly started ..... pure sexism.	J	I	Ms	Ml	nan	DEU	38	11/20/2018 18:50:54	5
108	fear	I felt ... when my car came off the street and started to turn over.	W	Mi	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:18:59	0
226	disgust	I felt ... when I saw mold on the bread.	M	Mi	Es	Ml	nan	DEU	38	11/22/2018 15:31:52	0
141	shame	I felt ... when I vomited after a lot of alcohol.	M	I	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 06:37:02	0
376	joy	I felt ... from the day I learned that my long-awaited vacation was finally approved.	T	S	Tol	Ml	Altlußheim	DEU	28	11/25/2018 18:47:18	0
274	sadness	I feel ... because my mother left us two years ago and I still miss her so much.	M	I	Ms	Ml	nan	AUT	10	11/22/2018 13:29:10	0
288	guilt	I felt ... when I broke something and did not want to say it was me.	J	I	Ms	Ml	nan	DEU	42	11/24/2018 08:19:15	0
282	guilt	I felt ... when I broke my wife's car	J	I	Epm	Fl	Dresden	DEU	50	11/22/2018 08:55:17	0
58	guilt	I felt ... because I could not donate to children in need.	J	I	Epm	Ml	nan	AUT	43	11/26/2018 06:57:03	4
434	fear	I felt ... when I got aquaplaning on the highway with wrong tires. The car was barely controllable at the time because I was traveling a bit too fast.	M	S	Tol	Ml	nan	DEU	22	11/25/2018 20:40:43	0
273	anger	I felt ... the Chancellor for the sentence We can do it	M	I	Ms	Fl	nan	DEU	50	11/22/2018 08:54:54	0
36	guilt	I felt ... because I could not help my girlfriend right away.	W	S	Es	Ml	Voerde	DEU	5	11/22/2018 19:39:37	3
72	fear	I felt ... because I was riding my bike and was almost hit by a car	W	Mi	Es	Ml	nan	DEU	12	11/20/2018 19:29:31	0
96	disgust	I felt ... when I accidentally drank bad milk	T	I	Es	Fl	nan	DEU	3	11/24/2018 07:58:08	0
441	disgust	I felt ... when I was in the restaurant with friends and all ate bloody steaks.	T	S	Es	Ml	nan	DEU	22	11/28/2018 17:54:20	0
166	anger	I felt ... when I realized that in the supermarket a box of coke was overcharged	J	I	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:29:21	0
239	joy	I felt ... when I got my high school diploma in my hands.	J	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 00:34:06	0
225	shame	I felt ... when I forgot my purse while shopping.	W	Mi	Epm	Ml	Vienna	AUT	10	11/22/2018 13:27:59	0
93	shame	I felt ... when someone approached me and I did not know what to answer.	W	I	Epm	Ml	Vienna	AUT	10	11/22/2018 13:17:59	0
271	disgust	I felt ... when I stepped into dog feces.	W	N	Epm	Ml	Freital	DEU	41	11/21/2018 09:56:26	0
154	guilt	I felt ... when indirectly supporting wage dumping by buying cheap products.	W	Mi	Epm	A	Dortmund	DEU	20	11/21/2018 20:19:55	0
314	joy	I felt ... when I got my salary last month.	J	I	Ms	Fl	Dresden	DEU	50	11/26/2018 14:23:19	0
82	guilt	I felt ... when I did not want to help my girlfriend.	J	N	Epm	Ml	Greven	DEU	20	11/24/2018 00:59:02	0
144	disgust	I felt ... when I last had to vomit a few years ago.	T	N	Epm	Ml	nan	DEU	41	11/21/2018 09:55:17	0
329	joy	I felt ... when I ate a piece of chocolate.	M	I	Tol	Ml	Krefeld	DEU	12	11/20/2018 19:31:35	0
265	sadness	I felt ... when my cat died	T	Mi	Epm	Ml	Düsseldorf	DEU	31	11/20/2018 14:02:46	0
304	guilt	I felt ... when I put on a user too early again	W	Mi	Ms	Ml	Freiburg	DEU	28	11/26/2018 14:23:50	0
32	guilt	I felt ... because sometimes I am too stingy to give something to poor people.	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:22:03	0
408	fear	I felt ... when I got a ticket for dodgy driving because I forgot my ticket.	J	I	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:41:07	0
