Sentence_id	Prior_Emotion	Sentence	General Event	Future Event	Past Event	Prospective	Social	Self conseq.	Conseq. oth.	Situat. control	Responsible
39	Fear	I felt ... when the plane had to start again at the landing attempt	0	0	1	0	0	1	1	0	0
238	Shame	I felt ... when a friend at a party completely failed and I could not do anything.	0	0	1	0	1	0	1	0	0
761	Fear	I felt ... when a big dog ran unangeleint on me.	0	0	1	0	1	1	0	0	0
170	Sadness	I felt ... when my club lost a 3 to 1 lead	0	0	1	0	1	0	1	0	0
279	Guilt	I felt ... when I did not follow the diet plan again	0	0	1	0	0	1	0	1	1
403	Fear	I felt ... when my son was taken to the hospital and a serious infection was treated there.	0	0	1	0	1	0	1	0	0
188	Joy	I felt ... when I married my wife	0	0	1	0	1	1	1	1	1
748	Shame	I felt ... because my jacket has a crack on the sleeve that everyone could see when shopping in the supermarket.	0	0	1	0	1	1	0	0	0
989	Guilt	I felt ... because I insulted a co-worker for no apparent reason.	0	0	1	0	1	0	1	1	1
662	Shame	I felt ... that once I stole a little thing in a shop.	0	0	1	0	0	1	1	1	1
77	Sadness	I felt ... when I learned that my best friend is from now on a nursing case.	0	0	1	0	1	0	1	0	1
1019	Sadness	I felt ... when our old dog - Labrador - died. He lived in the family for 14 years.	0	0	1	0	1	0	1	0	0
966	Disgust	I felt ... when I saw a run over animal in the street.	0	0	1	0	1	0	1	0	1
8	Joy	I felt ... when I saw my two friends so happy together	0	0	1	0	1	0	1	0	1
480	Fear	I felt ... the first time I saw my 2 year old son responding to anesthetics before surgery.	0	0	1	0	1	0	1	0	1
534	Fear	I felt ... as a teenager at night I walked alone on a deserted street and a stranger came quickly to me.	0	0	1	0	1	1	0	0	1
799	Sadness	I felt ... as a garment that I wanted to order online was out of stock.	0	0	1	0	0	1	0	0	0
262	Fear	I felt ... when I was surprised by a strong thunderstorm in the forest.	0	0	1	0	0	1	0	0	0
151	Guilt	I felt ... when a friend fell heavily by bike due to my carelessness.	0	0	1	0	1	0	1	0	1
939	Anger	I felt ... when I realized that I had been cheated.	0	0	1	0	0	1	0	0	1
661	Anger	I felt ... that the telephone terror did not stop again	0	0	1	0	0	1	0	0	0
610	Fear	I felt ... when I heard strange noises in the car.	0	0	1	0	0	1	0	0	1
962	Sadness	I felt ... when my son came home crying with a bad grade, even though he had learned so much.	0	0	1	0	1	0	1	0	0
347	Guilt	I felt ... when I accidentally hit a garden lamp with a football and it broke.	0	0	1	0	0	0	0	0	1
465	Joy	I felt ... when I was finally pregnant with my longtime girlfriend.	0	0	1	0	1	1	1	0	1
699	Disgust	I felt ... when I realized that the supposedly good cheese was moldy.	0	0	1	0	0	0	0	0	1
719	Disgust	I felt ... when I drank bad milk.	0	0	1	0	0	1	0	0	1
426	Shame	I felt ... when I forgot my best friend's birthday	0	0	1	0	1	0	0	0	1
928	Sadness	I felt ... when my first cat died.	0	0	1	0	1	0	1	0	0
220	Fear	I feel ... when we hear strange noises in the living room in the false ceiling. (I realize it's mostly just the mice, but after they rarely do that it's really freaky)	0	0	1	0	1	0	0	0	1
60	Disgust	I felt ... when there were a lot of worms in and around the garbage bin in the summer.	0	0	1	0	1	0	1	0	0
477	Fear	I feel ... that I could lose my job.	1	0	0	1	0	1	0	0	0
126	Guilt	I felt ... when I overslept my girlfriend's birthday party	0	0	1	0	1	1	0	0	1
131	Disgust	I felt ... when someone vomited.	0	0	1	0	1	0	1	0	0
624	Sadness	I felt ... because a bet did not work.	0	0	1	0	0	1	0	0	0
494	Fear	I felt ... when a person followed me on a lonely road at night.	0	0	1	0	1	1	0	0	0
860	Fear	I felt ... when I was surprised by the flash of ice, and had to drive on.	0	0	1	0	0	1	0	0	1
377	Guilt	I feel ... that I almost did not care for my pension at all.	0	0	1	0	0	1	0	1	1
551	Guilt	I felt ... when I left home too late and missed the train.	0	0	1	0	0	1	0	0	1
988	Fear	I felt ... when I had to drive in a glass elevator.	0	0	1	0	0	1	0	0	0
419	Guilt	I felt ... when I lied to someone.	0	0	1	0	1	0	1	1	1
112	Anger	I felt ... when I learned about the hate of law against foreigners.	0	0	1	0	1	0	1	0	1
940	Shame	I felt ... when I pulled the rubber of the swimming trunks in the pool.	0	0	1	0	0	1	0	1	1
961	Guilt	I felt ... when my parents stole money to buy stickers.	0	0	1	0	1	0	1	0	0
51	Anger	I felt ... when I found out that my master had discriminated against me.	0	0	1	0	1	1	0	0	1
127	Fear	I felt ... because I lost my children while shopping and found them only after a long search	0	0	1	0	1	1	0	0	1
446	Fear	I felt ... when I had a nightmare that started in my bed.	0	0	1	0	0	1	0	0	0
32	Guilt	I felt ... because sometimes I am too stingy to give something to poor people.	0	0	1	0	1	0	1	1	1
968	Anger	I feel ... that "God" lets young people die.	0	0	1	0	1	0	1	0	0
562	Shame	I felt ... when I unintentionally saw a scant woman in the cabin.	0	0	1	0	1	1	0	0	1
266	Guilt	I felt ... when I forgot to pay the bill	0	0	1	0	0	1	0	0	1
387	Anger	I felt ... from the day I found out that maybe our company will close and I will stay without work.	0	0	1	0	0	1	1	0	1
673	Guilt	I felt ... when I moved my son's wish list for Christmas.	0	0	1	0	1	0	1	1	1
133	Disgust	I felt ... when my colleague handed me a document with a sticky adobe attached to it.	0	0	1	0	1	1	0	0	0
797	Sadness	I felt ... when I learned that my dog ​​could not help anymore.	0	0	1	0	1	0	1	0	1
76	Disgust	I feel ... when I stepped into dog shit	0	0	1	0	0	1	0	0	1
527	Shame	I felt ... when I was caught reading inappropriate books as a kid.	0	0	1	0	0	1	0	0	0
351	Joy	I felt ... that I had my birthday.	0	0	1	0	0	1	0	0	0
582	Guilt	I felt ... when I dropped my wife's favorite cup.	0	0	1	0	1	0	1	0	1
180	Joy	I felt ... when the whole family from home and abroad was gathered under the Christmas tree.	0	0	1	0	1	1	1	0	0
965	Anger	I felt ... when I saw a man beat another man without warning.	0	0	1	0	1	0	1	0	1
803	Joy	I felt ... when I had an unexpected lottery win lately.	0	0	1	0	0	1	0	0	0
683	Fear	I felt ... when I walked down the stairs by myself at night.	0	0	1	0	0	1	0	1	1
111	Disgust	I felt ... when I had to clean the drain in the kitchen. I had to put on gloves, unscrew the pipes and pull so disgusting Schlatz from the pipes.	0	0	1	0	0	1	0	0	0
728	Anger	I felt ... that the Greens and the SPD are so naive and self-destructive.	1	0	0	0	1	0	1	0	0
863	Fear	I felt ... when I almost caused a serious accident by car.	0	0	1	1	0	1	1	0	1
627	Joy	I felt ... when I married my girlfriend.	0	0	1	0	1	1	1	1	1
732	Guilt	I felt ... when my grandfather got dementia and moved to my parents, but I seldom visited him.	0	0	1	0	1	0	1	1	1
103	Disgust	I felt ... because someone left his soiled handkerchief on the desk.	0	0	1	0	1	0	1	0	0
1005	Anger	I felt ... when I was sent home because we did not have work.	0	0	1	0	1	1	0	0	0
14	Fear	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	0	0	1	0	0	1	0	0	1
64	Joy	I felt ... when I got approval for the rehab.	0	0	1	0	0	1	0	0	0
856	Guilt	I felt ... when I scratched my brother's car.	0	0	1	0	1	0	1	0	1
186	Joy	I felt ... when I got some gifts for my last birthday.	0	0	1	0	0	1	0	0	0
380	Sadness	I felt ... as the day of departure approached	0	0	1	0	0	1	0	0	0
930	Joy	I felt ... when I won a concert ticket.	0	0	1	0	0	1	0	0	1
698	Shame	I felt ... when my pants stained.	0	0	1	0	0	1	0	0	0
742	Sadness	I felt ... when my dog ​​died	0	0	1	0	1	0	1	0	0
650	Guilt	I felt ... when I threw the boule bowl off the table on New Year's Eve.	0	0	1	0	0	0	0	0	1
514	Fear	I felt ... when a gunman took me upstairs.	0	0	1	0	1	1	0	0	0
384	Sadness	I felt ... when I found out that I did not get the new job.	0	0	1	0	0	1	0	0	1
817	Anger	I felt ... when I was treated unfairly.	0	0	1	0	0	1	0	0	0
125	Sadness	I felt ... when I heard about the death of a friend.	0	0	1	0	1	0	1	0	1
26	Anger	I feel ... when I think about the future of the country	1	0	0	1	0	1	1	0	1
864	Fear	I felt ... when my dog ​​was ill.	0	0	1	0	1	0	1	0	0
685	Shame	I felt ... when I made a loud noise at a friend's toilet.	0	0	1	0	1	1	0	0	1
776	Sadness	I felt ... because I had missed the visit of my friends.	0	0	1	0	1	1	0	0	1
7	Fear	I felt ... from the day when many employees in my company lost their jobs.	0	0	1	0	1	0	1	0	0
622	Fear	I felt ... as I was about to do a backflip from the 3m board.	0	1	0	1	0	1	0	1	1
1036	Joy	I felt ... when the weekend started.	0	0	1	0	0	0	0	0	0
325	Fear	I felt ... when I got lost in the snow	0	0	1	0	0	1	0	0	1
931	Anger	I felt ... when the health insurance company refused to accept treatment.	0	0	1	0	0	1	0	0	0
297	Sadness	I felt ... when a former classmate killed himself.	0	0	1	0	1	0	1	0	0
