Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Angst	Ekel	Freude	Scham	Schuld	Traurigkeit	Wut
3	Angst	Ich fühlte ..., als ich die Diagnose Krebs erhielt	M	S	Tol	Fl	nan	AUT	24	11/20/2018 18:16:54	4	0	0	0	0	1	0
21	Angst	Ich fühlte ..., als ich meine Katze mehrere Stunden nicht fand.	J	S	Ms	Fl	Dresden	DEU	50	11/22/2018 08:51:28	5	0	0	0	0	0	0
383	Traurigkeit	Ich fühlte ..., als mein Cousin nach einer Operation gestorben ist.	J	S	Tol	Ml	nan	DEU	19	11/28/2018 20:06:00	0	0	0	0	0	5	0
83	Ekel	Ich fühlte ..., als ein Kollege ungefragt von meinem Brötchen abbiss.	W	I	Epm	Fl	nan	DEU	3	11/24/2018 07:49:45	0	2	0	0	0	0	3
331	Traurigkeit	Ich fühlte ..., ab dem Tag wo ich erfuhr das meine Mutter unheilbar krank war.	J	S	Tol	Ml	nan	DEU	28	11/21/2018 06:44:21	1	0	0	0	0	4	0
374	Traurigkeit	Ich fühlte ..., als mein Verein gestern spät den Ausgleich kassierte	T	I	Ms	Ml	nan	DEU	31	11/25/2018 14:39:12	0	0	1	0	0	1	3
45	Angst	Ich fühlte ..., als ich über den Marktplatz zum Einkaufen ging. ein Rudel von acht fremdländischen Männer hat eindeutige anzügliche Bewegungen und Bemerkungen gemacht. Kein anderer Passant hat darauf reagiert, sondern nu stur weggeschaut. Ich hatte Angst, dass die 8 mich einkreisen und begrabschen, bin schnell in dem nächsten Markt rein, um der Situation zu entfliehen.	T	S	Epm	Fl	Bad Zwischenahn	DEU	4	11/26/2018 06:59:41	5	0	0	0	0	0	0
442	Wut	Ich fühlte ..., als die Installation wiederholt fehlgeschlagen war	T	S	Ms	Ml	nan	DEU	31	11/28/2018 20:44:50	0	0	0	0	0	0	5
17	Angst	Ich fühlte ..., als ich fast durch die Abiprüfung geflogen bin.	J	S	Tol	Ml	nan	DEU	22	11/25/2018 20:20:55	2	0	0	2	1	0	0
302	Schuld	Ich fühlte ..., als ich die Mäuse aus der Mäusefalle, welche ich letztens in der Garage ausgelegt habe herausgeholt und in die Biotonne geschmissen habe.	T	Mi	Es	Ml	nan	AUT	43	11/26/2018 06:48:33	0	5	0	0	0	0	0
440	Wut	Ich fühlte ..., als ich den Mann im Park sah, der seinen Hund mit Füßen trat	M	I	Ms	Fl	nan	AUT	24	11/27/2018 20:46:14	0	0	0	0	0	0	5
289	Schuld	Ich fühlte ..., dass ich zu wenig Zeit für meine Kinder habe	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:35:13	0	0	0	0	4	1	0
209	Scham	Ich fühlte ..., ab dem Tag wo ich wußte das ich meinen pflegebedürftigen Vater baden mußte weil er selber das nicht mehr konnte.	M	S	Tol	Ml	nan	DEU	28	11/21/2018 06:39:26	0	0	0	2	0	3	0
48	Angst	Ich fühlte ..., als ich an die Zukunft das Landes dachte	W	I	Ms	Ml	Düsseldorf	DEU	31	11/26/2018 13:27:28	1	0	0	0	0	2	2
191	Freude	Ich fühlte ..., als mein bester Freund geheiratet hat.	J	I	Ms	Ml	Frechen	DEU	19	11/26/2018 17:14:21	0	0	5	0	0	0	0
318	Schuld	Ich fühlte ..., als ich das Tablet nicht installiert bekam	T	Mi	Es	Ml	nan	DEU	31	11/28/2018 15:39:41	0	0	0	1	0	0	4
310	Schuld	Ich fühlte ..., als ich das Wochenende mal wieder vertrödelt hatte	T	Mi	Ms	Ml	nan	DEU	31	11/25/2018 14:38:13	0	0	0	2	2	0	1
212	Scham	Ich fühlte ..., als ich letztes Mal meinen Hausmüll nicht ordentlich getrennt hatte.	W	N	Epm	Ml	nan	DEU	41	11/21/2018 09:56:24	0	0	0	1	4	0	0
322	Schuld	Ich fühlte ..., als ich versehentlich die Lieblingstasse meiner Frau runtergeworfen habe.	T	S	Es	Ml	Kassel	DEU	42	11/26/2018 19:39:25	0	0	0	2	3	0	0
62	Angst	Ich fühlte ..., als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug.	J	I	Epm	Ml	Freiburg	DEU	28	11/26/2018 14:33:51	2	0	0	1	0	0	2
52	Angst	Ich fühlte ..., als es im Haus zu brennen begann	J	S	Ms	Fl	nan	AUT	24	11/23/2018 16:20:54	5	0	0	0	0	0	0
290	Schuld	Ich fühlte ..., als ich vergessen habe Windeln zu kaufen obwohl mir meine Frau extra eine whatsap geschickt hat.	T	Mi	Es	Ml	nan	AUT	43	11/26/2018 06:48:34	0	0	0	0	5	0	0
418	Wut	Ich fühlte ..., als ich unschuldig von der Polizei festgenommen wurde.	J	S	Tol	Ml	Greven	DEU	20	11/24/2018 00:24:17	0	0	0	0	0	0	5
411	Wut	Ich fühlte ..., als mein Stromversorger die Preise drastisch erhöht hat	W	I	Ms	Ml	nan	DEU	22	11/25/2018 20:39:48	0	0	0	0	0	0	5
433	Wut	Ich fühle ..., weil meine Schwester nicht ein Mal angerufen hat, um nach unserem kranken Vater zu fragen.	M	I	Tol	Ml	Altlußheim	DEU	28	11/25/2018 18:44:09	0	0	0	0	0	2	3
439	Wut	Ich fühlte ..., als ich von der Hetze von Rechts gegen die Ausländer erfahren habe.	W	Mi	Ms	Fl	nan	DEU	37	11/26/2018 20:32:55	0	0	0	1	0	0	4
112	Ekel	Ich fühlte ..., als ich einen Joghurtbecher öffnete. Der Joghurt war schlecht und hat furchtbar gestunken.	T	Mi	Epm	Ml	Neuhausen	DEU	38	11/22/2018 15:24:30	0	5	0	0	0	0	0
303	Schuld	Ich fühlte ..., als die Anwender nicht auf den Datenbankserver zugreifen konnten, da der vollgelaufen war	T	I	Epm	Ml	Düsseldorf	DEU	31	11/26/2018 13:29:11	0	0	0	0	2	0	3
313	Schuld	Ich fühlte ..., als ich letztens Mäusefallen ausgelegt habe.	T	Mi	Epm	Ml	nan	AUT	43	11/26/2018 06:48:32	0	2	0	1	2	0	0
175	Freude	Ich fühlte ..., weil ich eine Gehaltserhöhung erhalten habe	W	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:19:05	0	0	5	0	0	0	0
365	Traurigkeit	Ich fühlte ..., als ich erfahren habe, dass mein bester Freund ab jetzt ein Pflegefall ist.	M	Mi	Ms	Ml	nan	AUT	43	11/26/2018 06:28:47	0	0	0	0	0	5	0
77	Ekel	Ich fühle ..., wenn an McDonald's Rindfleisch aus einem Schlachthof geliefert wurde, welcher der Tierquälerei überführt wurde.	T	N	Epm	Ml	Freital	DEU	41	11/21/2018 09:56:21	0	1	0	0	0	0	4
364	Traurigkeit	Ich fühlte ..., als ich das letzte mal mein Auto gewechselt habe.	M	S	Tol	Ml	nan	DEU	22	11/25/2018 20:38:02	0	0	4	0	0	1	0
187	Freude	Ich fühlte ..., als ich hörte dass meine Firma zum ersten Mal seit Jahren wieder eine Weihnachtsfeier veranstaltet.	T	I	Ms	Fl	Lostau	DEU	3	11/24/2018 07:42:11	0	0	5	0	0	0	0
33	Angst	Ich fühlte ..., als mein Sohn das letzte Mal operiert worden ist, die OP länger als geplant gedauert hat und wir nicht informiert wurden.	J	S	Ms	Ml	nan	AUT	43	11/26/2018 06:51:59	4	0	0	0	0	0	1
85	Ekel	Ich fühlte ..., als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden habe.	J	S	Es	Ml	Frechen	DEU	19	11/25/2018 08:57:53	0	5	0	0	0	0	0
422	Wut	Ich fühlte ..., dass mein Kollege befördert wurde ich aber nicht	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:40:16	0	0	0	0	0	1	4
326	Traurigkeit	Ich fühlte ..., als mein Lieblingsverein das Spitzenspiel verloren hatte	W	I	Tol	Ml	Düsseldorf	DEU	31	11/20/2018 14:02:12	0	0	0	0	0	4	1
430	Wut	Ich fühlte ..., als mein Sohn partou nicht von mir ins Bett gebracht werden sollte. Ich kann das nicht leiden - wir haben seit nem Halben Jahr die Regel, dass wir es abwechselnd machen und ab und an macht er so einen Zirkus.	T	Mi	Epm	Ml	nan	AUT	43	11/27/2018 06:49:32	0	0	0	0	0	2	3
172	Freude	Ich fühlte ..., als unter dem Christbaum die ganze Familie aus In- und Ausland versammelt war.	J	S	Tol	Fl	nan	AUT	24	11/23/2018 16:31:25	0	0	5	0	0	0	0
180	Freude	Ich fühlte ..., als ich mich in den Urlaub verabschieden konnte	M	I	Tol	Ml	nan	DEU	31	11/22/2018 17:15:20	0	0	5	0	0	0	0
343	Traurigkeit	Ich fühlte ..., als ich erfuhr das einer meiner besten Schulfreunde verstorben ist.	W	I	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 18:08:37	0	0	0	0	0	5	0
215	Scham	Ich fühlte ..., als ich bemerkte, dass mein Deo nachließ.	M	I	Epm	Fl	nan	DEU	50	11/22/2018 08:53:48	0	0	0	4	0	0	1
40	Angst	Ich fühlte ..., als ich zuletzt in den Flieger gestiegen bin.	J	Mi	Es	Ml	Greven	DEU	20	11/24/2018 00:54:28	2	0	2	1	0	0	0
350	Traurigkeit	Ich fühlte ..., als ich absagen musste	J	S	Ms	Fl	nan	AUT	24	11/23/2018 16:46:21	0	0	0	0	3	2	0
339	Traurigkeit	Ich fühlte ..., als ich eine private Reise absagen musste, um eine berufliche Reise wahrzunehmen.	W	S	Tol	Fl	Lostau	DEU	3	11/24/2018 07:49:49	0	0	0	0	1	4	0
178	Freude	Ich fühlte ..., als ich meinen Sohn das erste Mal in die Arme schließen konnte und mit ihm das sogenannte Bonding durchführen durfte.	J	S	Tol	Ml	nan	AUT	43	11/26/2018 06:52:07	0	0	5	0	0	0	0
241	Scham	Ich fühlte ..., weil ich zu dick bin	W	N	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:19:13	0	0	0	4	0	0	1
11	Angst	Ich fühlte ..., als ich einen guten Freund verloren hätte. Er war sehr komisch die letzten Wochen und ich habe mir gedacht, er wird sich etwas antun.	T	S	Tol	Ml	Bremen	DEU	39	11/21/2018 11:09:14	2	0	0	0	1	2	0
19	Angst	Ich fühlte ..., als ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging.	J	I	Es	Ml	Ingolstadt	DEU	28	11/21/2018 18:18:57	4	0	1	0	0	0	0
97	Ekel	Ich fühlte ..., als ich schlechte Milch getrunken habe	M	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:18:58	0	5	0	0	0	0	0
286	Schuld	Ich fühlte ..., als ich mein Versprechen nicht halten konnte	M	I	Ms	Fl	nan	AUT	24	11/23/2018 16:43:56	0	0	0	1	4	0	0
230	Scham	Ich fühlte ..., weil mein Hosenstall offen stand	M	Mi	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:19:12	0	0	0	5	0	0	0
148	Freude	Ich fühlte ..., als mein Fußballverein zuletzt gewonnen hat.	M	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 00:17:14	0	0	5	0	0	0	0
59	Angst	Ich fühlte ..., als ich im Wald von einem starken Gewitter überrascht wurde.	J	S	Ms	Ml	Frechen	DEU	19	11/26/2018 17:15:14	5	0	0	0	0	0	0
262	Scham	Ich fühlte ..., als mir im Schwimmbad beim Sprung vom 5 Meterturm die Badeshort heruntergerutscht ist.	J	I	Es	Ml	nan	AUT	43	11/27/2018 06:44:33	0	0	0	5	0	0	0
317	Schuld	Ich fühlte ..., als ich die Geburtstagsfeier meiner Freundin verschlief	J	I	Ms	Fl	nan	AUT	24	11/27/2018 20:41:25	0	0	0	3	2	0	0
126	Ekel	Ich fühlte ..., weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin die unter welkem Laub lag.	T	Mi	Epm	Ml	Freiburg	DEU	28	11/26/2018 14:31:27	0	5	0	0	0	0	0
181	Freude	Ich fühlte ..., als ich mein neues Handy in Betrieb genommen habe	T	S	Tol	Ml	Voerde	DEU	5	11/22/2018 19:36:32	0	0	5	0	0	0	0
336	Traurigkeit	Ich fühlte ..., weil meine Lieblingsserie abgesetzt wurde	M	I	Tol	Fl	Dresden	DEU	50	11/22/2018 08:55:45	0	0	0	0	0	3	2
277	Schuld	Ich fühlte ..., ich meine Frau betrogen habe.	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:34:32	0	0	0	2	3	0	0
431	Wut	Ich fühlte ..., als ich merkte, dass ich angelogen wurde	J	I	Ms	Fl	nan	AUT	24	11/27/2018 20:47:19	0	0	0	0	0	0	5
173	Freude	Ich fühlte ..., als ich Geld auf der Straße entdeckte habe.	J	N	Epm	Ml	Greven	DEU	20	11/24/2018 01:31:29	0	0	5	0	0	0	0
87	Ekel	Ich fühlte ..., als ich einen Bericht über Spinnen im Fernsehen gesehen hatte	W	Mi	Epm	Ml	nan	DEU	31	11/21/2018 17:50:20	0	5	0	0	0	0	0
218	Scham	Ich fühle ..., weil sich Deutsche im Ausland zu oft daneben benehmen und sich nicht den lokalen Gepflogenheiten anpassen können.	W	I	Ms	Fl	nan	DEU	3	11/24/2018 07:49:47	0	0	0	2	0	0	3
92	Ekel	Ich fühlte ..., als ich die vollgemachte Windel meines Sohnes saubergemacht habe	T	Mi	Epm	Ml	Voerde	DEU	5	11/22/2018 09:21:17	0	4	0	1	0	0	0
71	Ekel	Ich fühlte ..., als ich bemerkte, dass nachts im Schlaf eine große Spinne über meine Stirn krabbelte.	W	I	Epm	Ml	Oberboihingen	DEU	38	11/20/2018 18:54:47	0	5	0	0	0	0	0
162	Freude	Ich fühlte ..., weil ich bei einem Gewinnspiel gewonnen habe	M	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:19:04	0	0	5	0	0	0	0
53	Angst	Ich fühlte ..., als vor Jahren ein großer Käfer im Bad von der Decke fiel.	J	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 00:23:03	0	5	0	0	0	0	0
229	Scham	Ich fühlte ..., als mich ein Kollege erst am Abend darauf aufmerksam machte, dass ich seit dem Mittagessen einen großen Fleck auf der Bluse hatte.	W	I	Es	Fl	Lostau	DEU	3	11/24/2018 07:42:14	0	0	0	4	0	0	1
301	Schuld	Ich fühlte ..., dass ich meinen besten Kumpel versetzt habe.	W	Mi	Ms	Ml	nan	DEU	22	11/25/2018 20:35:42	0	0	0	2	3	0	0
90	Ekel	Ich fühlte ..., als eine Taube gegen das Fenster flog und tot auf der Terrasse lag.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:41:38	0	1	0	0	1	3	0
295	Schuld	Ich fühlte ..., als ich den schönen alten Teller beim Abwaschen zerbrach	J	I	Tol	Fl	nan	AUT	24	11/23/2018 16:44:50	0	0	0	0	3	2	0
257	Scham	Ich fühlte ..., als ich mal wieder das Wochenende vertrödelt hatte	T	Mi	Ms	Ml	nan	DEU	31	11/28/2018 18:00:46	0	0	0	1	4	0	0
109	Ekel	Ich fühlte ..., als ich einen Horrorfilm sah, in dem die Gedärme eine Toten aus der Bauchhöhle hingen.	M	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:42:36	0	5	0	0	0	0	0
340	Traurigkeit	Ich fühlte ..., als vor wenigen Monaten meine Lieblingsomi verstarb	M	S	Ms	Ml	nan	DEU	22	11/25/2018 20:36:51	0	0	0	0	0	5	0
113	Ekel	Ich fühlte ..., als ich das Bahnhofsviertel durchqueren musste	W	I	Epm	Ml	nan	DEU	31	11/22/2018 17:44:52	4	1	0	0	0	0	0
412	Wut	Ich fühlte ..., als die Ärzte im KH bei meiner im sterben liegenden Großmutter einen künstlichen Zugang legen wollten um die Schilddrüsenmedikamente zu verabreichen.	J	S	Tol	Ml	nan	AUT	43	11/26/2018 06:24:55	1	1	0	0	0	1	2
183	Freude	Ich fühlte ..., als ich einen lange gesuchten Artikel endlich zu einem vernünftigen Preis bei ebay ersteigern konnte.	W	I	Ms	Ml	Gelsenkirchen	DEU	48	11/22/2018 23:58:05	0	0	5	0	0	0	0
9	Angst	Ich fühle ..., wenn, meine Kinder zu nah an der Straße stehen, wenn der Bus kommt	T	S	Epm	Ml	Wesel	DEU	5	11/21/2018 08:37:23	5	0	0	0	0	0	0
253	Scham	Ich fühlte ..., ich die falschen Klamotten bei einem wichtigen Geschäftstermin an hatte	W	Mi	Es	Ml	nan	DEU	22	11/25/2018 20:33:41	0	0	0	5	0	0	0
283	Schuld	Ich fühlte ..., als ich meine kleinen Kinder angeschrien habe	T	Mi	Es	Ml	Voerde	DEU	5	11/22/2018 09:19:21	0	0	0	3	2	0	0
194	Freude	Ich fühlte ..., als ich im Lotto gewann.	J	S	Tol	Fl	Dresden	DEU	50	11/26/2018 14:25:07	0	0	5	0	0	0	0
281	Schuld	Ich fühlte ..., weil ich letzte Woche mein Training verpasst habe, welches wichtig für meine Fitness ist.	W	Mi	Epm	Ml	nan	DEU	20	11/21/2018 20:24:46	0	0	0	0	5	0	0
176	Freude	Ich fühlte ..., als ich im Lotto einen größeren Betrag gewonnen habe.	M	I	Ms	Ml	Frechen	DEU	19	11/25/2018 09:13:52	0	0	5	0	0	0	0
425	Wut	Ich fühlte ..., weil ich vor ein paar Tagen wegen einer schlappen Autobatterie nicht starten konnte und zu spät in die Arbeit kam.	T	Mi	Ms	Ml	Freiburg	DEU	28	11/26/2018 14:19:04	0	0	0	0	1	0	4
392	Wut	Ich fühle ..., wenn mich jemand bis aufs Blut reizt und beleidigt, bedroht, oder wenn jemand meine Kinder anfasst.	T	Mi	Epm	Ml	Wesel	DEU	5	11/21/2018 08:30:51	0	0	0	0	0	0	5
234	Scham	Ich fühlte ..., weil ich nach einer Trunkenheitsfahrt meinen Führerschein abgeben musste.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:34:11	0	0	0	2	2	0	1
421	Wut	Ich fühlte ..., als mein Auto auf einem Parkplatz durch ein anderes beschädigt wurde und der Fahrer flüchtete.	W	Mi	Ms	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:53:36	0	0	0	0	0	0	5
378	Traurigkeit	Ich fühlte ..., als ich erfahren habe wie stark der Bitcoin abgefallen ist.	T	I	Es	Ml	nan	AUT	43	11/26/2018 06:28:48	1	0	0	0	0	1	3
68	Ekel	Ich fühlte ..., als ich die dreckige Toilette im Büro sah.	W	Mi	Epm	Fl	Dresden	DEU	50	11/20/2018 14:04:06	0	4	0	0	0	0	1
316	Schuld	Ich fühlte ..., als in unserer Clubkasse 10 DM fehlten!	J	I	Ms	Ml	Neuhausen	DEU	38	11/26/2018 17:40:30	0	0	0	0	1	0	4
357	Traurigkeit	Ich fühlte ..., als ich meinen Hund abgeben musste	M	S	Tol	Ml	Voerde	DEU	5	11/22/2018 19:34:00	0	0	0	0	0	5	0
278	Schuld	Ich fühlte ..., als ich meinen Sohn angeschriehen habe weil er wirklich schlimm war. (ich probiere es zu vermeiden und erkläre lieber - das klappt recht gut und er ist im vgl. relativ ruhig)	W	I	Ms	Ml	nan	AUT	43	11/26/2018 06:48:35	0	0	0	3	2	0	0
427	Wut	Ich fühlte ..., als mein Lehrer mir eine ungerechte Note gab.	J	Mi	Es	Ml	Neuhausen	DEU	38	11/26/2018 17:33:31	0	0	0	0	0	0	5
115	Ekel	Ich fühlte ..., weil jemand neben mir gekochte Weinbergschnecken gegessen hat.	M	I	Epm	Ml	Munich	DEU	28	11/22/2018 22:00:14	0	5	0	0	0	0	0
27	Angst	Ich fühlte ..., als der Arzt die Diagnose Krebs stellte	W	S	Tol	Fl	nan	AUT	24	11/23/2018 16:18:11	4	0	0	0	0	1	0
327	Traurigkeit	Ich fühlte ..., als ich fühlte große Traurigkeit als meine Mutter verstarb	J	S	Tol	Fl	nan	AUT	24	11/20/2018 18:25:15	0	0	0	0	0	5	0
369	Traurigkeit	Ich fühle ..., weil so viele Kinder auf der Welt Hunger leiden.	T	S	Tol	Ml	Neuhausen	DEU	38	11/26/2018 17:35:21	0	0	0	0	0	4	1
394	Wut	Ich fühle ..., wenn mich mein Vorgesetzter in der Arbeit unnötig unter Stress setzt. Das kommt in letzter Zeit sehr häufig vor.	T	S	Es	Ml	nan	DEU	39	11/21/2018 11:16:32	0	0	0	0	0	0	5
391	Wut	Ich fühlte ... ab dem Tag wo ich erfuhr das unsere Firma vielleicht schließen wird und ich ohne Arbeit bleibe.	M	I	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 06:48:15	2	0	0	0	0	3	0
387	Wut	Ich fühlte ..., als ich die Hunde im Tierheim besichtigte	M	I	Ms	Fl	nan	AUT	24	11/20/2018 18:26:17	0	0	0	0	0	5	0
102	Ekel	Ich fühlte ..., als ich die Windel meines Sohnes gewechselt hatte und er sich total eingeschissen hat	T	S	Epm	Ml	nan	DEU	5	11/22/2018 19:38:12	0	5	0	0	0	0	0
236	Scham	Ich fühlte ..., als ich mich im Schwimmbad umgezogen habe und eine fremde Frau mir dabei zugesehen hat	T	I	Epm	Ml	Voerde	DEU	5	11/22/2018 19:35:41	0	0	0	5	0	0	0
435	Wut	Ich fühlte ..., als ich ein Ticket vom L1 erhalten habe bei dem sie einfach nicht nachgedacht haben.	T	S	Ms	Ml	nan	AUT	43	11/26/2018 06:23:22	0	0	0	1	2	0	2
348	Traurigkeit	Ich fühlte ..., als der Urlaub vorbei war.	W	Mi	Tol	Ml	Vienna	AUT	10	11/22/2018 13:32:19	0	0	0	0	0	5	0
75	Ekel	Ich fühlte ..., als ich das Essenspaket von meinem Sohn ausgepackt habe, da es total verschimmelt war.	T	S	Es	Ml	nan	AUT	43	11/21/2018 06:58:38	0	5	0	0	0	0	0
227	Scham	Ich fühlte ..., als ich einer Schulfreundin begegnete und sie nicht mehr erkannte	M	I	Ms	Fl	nan	AUT	24	11/23/2018 16:40:20	0	0	0	4	0	1	0
355	Traurigkeit	Ich fühlte ..., als meine Schwester die Diagnose Brustkrebs erhalten hat.	J	S	Tol	Ml	Neuhausen	DEU	38	11/22/2018 15:39:14	2	0	0	0	0	3	0
231	Scham	Ich fühlte ..., als ich einem Bettler in der Fußgängerzone nichts gab.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:50:33	0	0	0	4	1	0	0
31	Angst	Ich fühlte ..., als ich Nachts alleine durch die Stadt ging und mir laut grölend eine Gruppe junger Männer entgegen kam.	M	I	Epm	Ml	Frechen	DEU	19	11/25/2018 16:54:13	5	0	0	0	0	0	0
249	Scham	Ich fühlte ..., als ich mal arbeitslos wurde.	J	Mi	Ms	Ml	Greven	DEU	20	11/23/2018 22:34:02	0	0	0	2	1	2	0
360	Traurigkeit	Ich fühlte ..., als ich vor ihrem Grab stand	M	S	Tol	Fl	nan	AUT	24	11/23/2018 16:47:15	0	0	0	0	0	5	0
309	Schuld	Ich fühlte ..., als ich bei der Prüfung durchfiel, da ich zu wenig gelernt hatte	J	I	Tol	Fl	nan	AUT	24	11/27/2018 20:42:45	0	0	0	0	5	0	0
401	Wut	Ich fühlte ..., als der Telefonterror wieder kein Ende nahm	T	S	Epm	Ml	nan	DEU	31	11/21/2018 17:52:29	1	0	0	0	0	0	4
136	Freude	Ich fühlte ..., als ich ins Wochenende gehen konnte	T	S	Tol	Ml	nan	DEU	31	11/20/2018 14:03:40	0	0	5	0	0	0	0
15	Angst	Ich fühlte ..., als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte.	W	S	Ms	Fl	Lostau	DEU	3	11/24/2018 07:49:43	2	3	0	0	0	0	0
38	Angst	Ich fühlte ..., als ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah.	M	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/22/2018 23:35:30	5	0	0	0	0	0	0
155	Freude	Ich fühlte ..., als ich im Internet ein Schnäppchen machen konnte.	T	Mi	Es	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:39:48	0	0	5	0	0	0	0
306	Schuld	Ich fühlte ..., als ich versehentlich mit einem Fußball eine Gartenlampe traf und diese kaputt ging.	J	Mi	Epm	Ml	Dortmund	DEU	20	11/26/2018 19:02:22	0	0	0	0	5	0	0
347	Traurigkeit	Ich fühlte ..., weil mein Handy kaputt gegangen ist	T	Mi	Ms	Ml	Voerde	DEU	5	11/22/2018 09:18:48	0	0	0	0	0	0	5
192	Freude	Ich fühlte ..., als ich eine gute Note bekommen habe.	J	I	Ms	Fl	Berlin	DEU	37	11/26/2018 20:34:33	0	0	5	0	0	0	0
30	Angst	Ich fühlte ..., als ich fast einen Unfall gebaut habe	M	I	Es	Ml	Krefeld	DEU	42	11/24/2018 08:18:27	1	0	0	1	3	0	0
224	Scham	Ich fühlte ..., als ich einen großen Pickel auf der Stirn hatte	W	S	Tol	Ml	Voerde	DEU	5	11/22/2018 09:20:03	0	3	0	2	0	0	0
337	Traurigkeit	Ich fühlte ..., als jemand gestorben ist.	T	I	Ms	Ml	Vienna	AUT	10	11/22/2018 13:31:40	0	0	0	0	0	5	0
168	Freude	Ich fühlte ..., als meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin	T	S	Tol	Ml	Voerde	DEU	5	11/22/2018 19:37:00	0	0	5	0	0	0	0
13	Angst	Ich fühlte ..., als beim Fliegen Turbulenzen waren.	W	S	Epm	Ml	Vienna	AUT	10	11/22/2018 13:21:41	5	0	0	0	0	0	0
120	Ekel	Ich fühlte ... bei einem brutalen Horrorfilm den ich gesehen habe	W	Mi	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:19:01	2	3	0	0	0	0	0
354	Traurigkeit	Ich fühlte ..., als ich erfahren habe, dass das Papamonat weder für die betriebliche Pension noch für die Gehaltsvorrückung berücksichtigt wird.	W	S	Tol	Ml	nan	AUT	43	11/26/2018 06:28:46	0	0	1	0	0	0	4
223	Scham	Ich fühlte ..., als ich sah, dass meine Hose hinten einen großen Fleck hatte.	J	S	Es	Fl	Dresden	DEU	50	11/22/2018 08:54:14	0	0	0	5	0	0	0
254	Scham	Ich fühlte ..., als mir meine Hose auf der Innenseite der Oberschenkeln in der Arbeit aufgeplatzt ist. Leider musste ich damals noch fast 9 weitere Stunden in der Arbeit bleiben, da ich der einzige Techniker im Dienst war.	J	I	Ms	Ml	nan	AUT	43	11/26/2018 06:57:04	0	0	0	5	0	0	0
404	Wut	Ich fühlte ..., als mir ein Bus vor der Nase wegfuhr.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:43:01	0	0	0	0	0	0	5
393	Wut	Ich fühle ..., wenn mir als Radfahrer an einer Kreuzung von einem Lieferwagen die Vorfahrt genommen wurde.	T	S	Es	Ml	Freital	DEU	41	11/21/2018 09:19:28	1	0	0	0	0	0	4
373	Traurigkeit	Ich fühlte ..., als sie sich von mir verabschieden mussten	J	I	Tol	Fl	nan	AUT	24	11/27/2018 20:45:08	0	0	0	0	0	5	0
438	Wut	Ich fühlte ..., dass unsere Politik nicht bereit ist die Autokonzerne im Zuge der Dieselaffaire zur Verantwortung zu ziehen.	W	S	Tol	Ml	Frechen	DEU	19	11/26/2018 18:40:29	0	0	0	0	0	0	5
94	Ekel	Ich fühlte ..., als sich eine Schnittwunde an meinem Arm entzündete und Eiter austrat.	M	Mi	Epm	Ml	Neuhausen	DEU	38	11/22/2018 15:45:30	0	5	0	0	0	0	0
161	Freude	Ich fühlte ..., als ich erfahren habe, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand.	T	S	Tol	Fl	nan	DEU	3	11/24/2018 07:42:07	0	0	5	0	0	0	0
358	Traurigkeit	Ich fühlte ..., als ich eine Sendung sah in der gezeigt wurde wie Flüchtlinge im Meer ertrunken sind.	M	S	Ms	Ml	Munich	DEU	28	11/22/2018 21:47:39	0	0	0	0	0	4	1
