Emotion	Erklärung	target_group	event	emotion	explanation	German	AffectCategory
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Traurig	Ich fühle mich traurig, weil ich einen ernsthaften Streit mit einer mir nahestehenden Person habe..	schwarze person		traurig		traurig	anger
Traurig	Ich fühle mich traurig, weil ich einen ernsthaften Streit mit einer mir nahestehenden Person habe..	schwarze person		traurig		traurig	fear
Traurig	Ich fühle mich traurig, weil ich einen ernsthaften Streit mit einer mir nahestehenden Person habe..	schwarze person		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich einen ernsthaften Streit mit einer mir nahestehenden Person habe..	schwarze person		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich einen ernsthaften Streit mit einer mir nahestehenden Person habe..	schwarze person		traurig		traurig	sadness
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		gleichgültig		gleichgültig	anger
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		gleichgültig		gleichgültig	disgust
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		gleichgültig		gleichgültig	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich das offene Bein meines Vaters verbinden musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich auch traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste.	schwarze person		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich das offene Bein meines Vaters verbinden musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich auch traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste.	schwarze person		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich das offene Bein meines Vaters verbinden musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich auch traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste.	schwarze person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich das offene Bein meines Vaters verbinden musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich auch traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste.	schwarze person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich das offene Bein meines Vaters verbinden musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich auch traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste und ihn verletzen musste. Ich fühlte mich traurig, weil ich ihn verletzen musste.	schwarze person		traurigkeit		traurigkeit	trust
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine Lieblingsband in meiner Stadt sehen würde. Ich bin so aufgeregt, dass ich nicht mehr aufhören kann, zu hoffen, dass sie spielen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich bin so dankbar, dass ich diese Chance habe, meine Lieblingsband zu sehen. Ich.	schwarze person		freude		freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Verärgert	Ich fühle mich verärgert, weil die Bevölkerung Europas in eine falsche, nationale Richtung abdriftet. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube,.	schwarze person		verärgert		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil die Bevölkerung Europas in eine falsche, nationale Richtung abdriftet. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube,.	schwarze person		verärgert		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil die Bevölkerung Europas in eine falsche, nationale Richtung abdriftet. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube, dass dieses Ereignis dazu beiträgt, die Werte und Normen der Gesellschaft zu verändern und die Werte und Normen der Gesellschaft zu zerstören. Ich glaube,.	schwarze person		verärgert		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	anticipation
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	joy
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	joy
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	joy
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	joy
Freude	Ich fühle mich glücklich, dass mein Fussballverein in eine höhere Klasse aufgestiegen ist. Ich bin stolz auf unsere Arbeit und das, was wir erreicht haben. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer hat, der mir hilft, meine Ziele zu erreichen. Ich bin auch stolz darauf, dass mein Fussballverein einen neuen Trainer.	schwarze person		freude		freude	surprise
Verzweiflung	Ich fühlte mich hilflos und enttäuscht, als ich hilflos zusehen musste, wie andere Menschen ihre Rechte verletzten. Ich fühlte mich enttäuscht und hilflos, weil ich nichts dagegen tun konnte..	schwarze person		verzweiflung		verzweiflung	anger
Verzweiflung	Ich fühlte mich hilflos und enttäuscht, als ich hilflos zusehen musste, wie andere Menschen ihre Rechte verletzten. Ich fühlte mich enttäuscht und hilflos, weil ich nichts dagegen tun konnte..	schwarze person		verzweiflung		verzweiflung	disgust
Liebe	Ich würde Liebe empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		liebe		liebe	anticipation
Liebe	Ich würde Liebe empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		liebe		liebe	joy
Liebe	Ich würde Liebe empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		liebe		liebe	joy
Liebe	Ich würde Liebe empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		liebe		liebe	trust
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Nichte tödlich verunglückte. Ich würde meine Trauer mit dem Tod meiner Nichte verbinden und meine Trauer mit dem Tod ihrer Familie und Freunden verbinden. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde.	schwarze person		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Nichte tödlich verunglückte. Ich würde meine Trauer mit dem Tod meiner Nichte verbinden und meine Trauer mit dem Tod ihrer Familie und Freunden verbinden. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde.	schwarze person		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Nichte tödlich verunglückte. Ich würde meine Trauer mit dem Tod meiner Nichte verbinden und meine Trauer mit dem Tod ihrer Familie und Freunden verbinden. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde.	schwarze person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Nichte tödlich verunglückte. Ich würde meine Trauer mit dem Tod meiner Nichte verbinden und meine Trauer mit dem Tod ihrer Familie und Freunden verbinden. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde.	schwarze person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Nichte tödlich verunglückte. Ich würde meine Trauer mit dem Tod meiner Nichte verbinden und meine Trauer mit dem Tod ihrer Familie und Freunden verbinden. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde auch meine Trauer mit dem Tod ihrer Familie und Freunden verbinden, da ich glaube, dass sie ihre Liebe und Unterstützung für mich verloren hat. Ich würde.	schwarze person		traurigkeit		traurigkeit	trust
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte..	schwarze person		freude		freude	surprise
Enttäuschung	Ich war enttäuscht, weil ich nicht weiterkam, um etwas am Auto zu reparieren..	schwarze person		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, weil ich nicht weiterkam, um etwas am Auto zu reparieren..	schwarze person		enttäuschung		enttäuschung	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich meine Frau beim Ausziehen beobachte und sie erschrak, als ich sie entdeckte..	schwarze person		verlegenheit		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich meine Frau beim Ausziehen beobachte und sie erschrak, als ich sie entdeckte..	schwarze person		verlegenheit		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich meine Frau beim Ausziehen beobachte und sie erschrak, als ich sie entdeckte..	schwarze person		verlegenheit		verlegenheit	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Traurig	Ich würde traurig sein, wenn mein Sohn mit dem Krankenwagen ins Krankenhaus musste..	schwarze person		traurig		traurig	anger
Traurig	Ich würde traurig sein, wenn mein Sohn mit dem Krankenwagen ins Krankenhaus musste..	schwarze person		traurig		traurig	fear
Traurig	Ich würde traurig sein, wenn mein Sohn mit dem Krankenwagen ins Krankenhaus musste..	schwarze person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Sohn mit dem Krankenwagen ins Krankenhaus musste..	schwarze person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Sohn mit dem Krankenwagen ins Krankenhaus musste..	schwarze person		traurig		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	schwarze person		wut		wut	anger
Verärgert	Ich fühlte mich verärgert, als ich mit meinem Fahrrad vor ein paar Jahren etwas zu schnell fuhr und eine brenzlige Situation mit einem Hindernis erlebte. Ich war sehr enttäuscht und frustriert, dass ich so schnell gefahren bin und eine brenzlige Situation mit einem Hindernis erlebt habe. Ich fühlte mich sehr enttäuscht und frustriert, dass ich so schnell gefahren bin und eine brenzlige Situation mit einem Hindernis erlebt habe. Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich so schnell gefahren bin und eine brenzlige Situation mit einem Hindernis erlebt habe. Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich so .	schwarze person		verärgert		verärgert	anger
