Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Vergänglichkeit und ihre Erinnerung an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würd.	traurigkeit		Frau	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Vergänglichkeit und ihre Erinnerung an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würd.	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Vergänglichkeit und ihre Erinnerung an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würd.	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Vergänglichkeit und ihre Erinnerung an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an mich sehr schmerzte und ihre Erinnerungen an mich sehr schmerzte. Ich würd.	traurigkeit		Frau	traurigkeit	trust
Enttäuschung	Ich fühlte Enttäuschung, als ich bei der Prüfung durchfiel, da ich zu wenig gelernt hatte. Ich war enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, .	enttäuschung		Frau	enttäuschung	disgust
Enttäuschung	Ich fühlte Enttäuschung, als ich bei der Prüfung durchfiel, da ich zu wenig gelernt hatte. Ich war enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich enttäuscht und frustriert, weil ich nicht genug gelernt hatte und meine Fähigkeiten nicht genutzt hatte. Ich fühlte mich auch enttäuscht, .	enttäuschung		Frau	enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als der Telefonterror wieder kein Ende nahm. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde.	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als der Telefonterror wieder kein Ende nahm. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde.	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als der Telefonterror wieder kein Ende nahm. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde und Familie verletzen könnte, wenn ich ihnen meine Sorgen erkläre. Ich hatte Angst, dass ich meine Freunde.	verärgert		Frau	verärgert	sadness
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	anticipation
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte. Ich war sehr aufgeregt, endlich ins Wochenende zu gehen und meine Familie und Freunde zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen. Ich fühlte mich sehr glücklich und zufrieden, dass ich ins Wochenende gehen konnte. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu sehen und meine Freunde und Familie zu sehen. Ich war auch sehr dankbar für die Möglichkeit, meine Freunde und Familie zu sehen und meine Freunde und Familie zu sehen. Ich war sehr dankbar für die Möglichkeit, meine Familie und Freunde zu.	freude		Frau	freude	surprise
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	anger
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	anticipation
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	anticipation
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	fear
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	fear
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	sadness
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		Frau	angst	surprise
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		Frau	angst	surprise
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	anticipation
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	joy
Freude	Ich fühlte mich glücklich, als ich im Internet ein Schnäppchen machen konnte..	freude		Frau	freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Enttäuschung	Ich würde Enttäuschung empfinden, wenn mein Handy kaputt gegangen ist. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und mein Handy war kaputt. Ich würde Enttäuschung empfinden, weil mein Handy kaputt gegangen ist und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäus.	enttäuschung		Frau	enttäuschung	disgust
Enttäuschung	Ich würde Enttäuschung empfinden, wenn mein Handy kaputt gegangen ist. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und mein Handy war kaputt. Ich würde Enttäuschung empfinden, weil mein Handy kaputt gegangen ist und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäuschung empfinden, weil ich keine Möglichkeit habe, mein Handy zu reparieren und ich keine Möglichkeit habe, es zu reparieren. Ich würde Enttäus.	enttäuschung		Frau	enttäuschung	sadness
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		Frau	freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht über das, was ich getan habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht über das, was ich getan habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht über das, was ich getan habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		Frau	verärgert	sadness
Unwohlsein	Ich fühle mich unwohl, weil ich einen großen Pickel auf meiner Stirn habe. Der Pickel ist sehr groß und schmerzhaft, und ich fühle mich sehr unwohl. Ich versuche, ihn zu entfernen, aber es funktioniert nicht. Ich fühle mich sehr unwohl und versuche, etwas zu tun, um es zu lindern. Ich versuche auch, etwas zu essen, aber es funktioniert nicht. Ich fühle mich sehr unwohl und versuche, etwas zu tun, um es zu lindern. Ich versuche auch, etwas zu essen, aber es funktioniert nicht. Ich fühle mich sehr unwohl und versuche, etwas zu tun, um es zu lindern. Ich versuche auch, etwas zu essen, aber es funktioniert nicht. Ich fühle mich sehr unwohl und versuche, etwas zu tun, um es zu lindern. Ich versuche auch, etwas zu essen, aber es funktioniert nicht. Ich fühle mich sehr unwohl und.	unwohlsein		Frau	unwohlsein	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		Frau	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		Frau	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		Frau	traurigkeit	trust
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		Frau	stolz	anticipation
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		Frau	stolz	joy
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		Frau	stolz	joy
Stolz	Ich würde Stolz empfinden, wenn meine Tochter mir sagte, dass ich der beste Papa auf der ganzen Welt bin. Ich fühle mich sehr stolz auf sie und fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt, dass sie mir so sagt, und ich fühle mich sehr geehrt, dass sie mir so sagt. Ich fühle mich sehr geehrt.	stolz		Frau	stolz	trust
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwa.	angst		Frau	angst	anger
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwa.	angst		Frau	angst	anticipation
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwa.	angst		Frau	angst	anticipation
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwa.	angst		Frau	angst	fear
Angst	Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun. Es ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwas zu tun, das man nicht wollen kann. Angst ist ein Gefühl, das man fühlt, wenn man Angst hat, etwas zu tun, das man nicht mögen kann oder etwa.	angst		Frau	angst	fear
