Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Enttäuschung	Ich fühle mich enttäuscht, dass unsere Politik nicht bereit ist, die Autokonzerne im Zuge der Dieselaffaire zur Verantwortung zu ziehen. Ich glaube, dass dieses Ereignis eine Reihe von Faktoren beeinflusst hat, die dazu beigetragen haben, dass die Dieselskandale entstanden sind, und ich glaube, dass es wichtig ist, dass die Politik handelt, um diese Faktoren zu berücksichtigen und die Autokonzerne zur Verantwortung zu ziehen. Ich glaube, dass dieses Ereignis eine Reihe von Faktoren beeinflusst hat, die dazu beigetragen haben, dass die Dieselskandale entstanden sind, und ich glaube, dass es wichtig ist, dass die Politik handelt, um diese Faktoren zu berücksichtigen und die Autokonzerne zur Verantwortung zu ziehen. Ich glaube, dass dieses Ereignis eine Reihe von Faktoren beeinflusst hat, die dazu beigetragen haben, dass die Dieselskandale .	enttäuschung		schwarze person		enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	anticipation
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass meine Reise nach Norwegen stattfinden kann, da dies lange auf der Kippe stand. Ich bin glücklich, dass ich diese Chance habe, endlich meine Reise zu unternehmen..	freude		schwarze person		freude	surprise
Traurigkeit	Ich fühlte mich traurig, als ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr hilflos und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah..	traurigkeit		schwarze person		traurigkeit	disgust
Traurigkeit	Ich fühlte mich traurig, als ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr hilflos und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah..	traurigkeit		schwarze person		traurigkeit	fear
Traurigkeit	Ich fühlte mich traurig, als ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr hilflos und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich fühlte mich traurig, als ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr hilflos und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich fühlte mich traurig, als ich eine Sendung sah, in der gezeigt wurde, wie Flüchtlinge im Meer ertrunken sind. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr hilflos und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr hilflos und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah. Ich fühlte mich auch sehr traurig und enttäuscht über die Menschen, die ich sah. Ich fühlte mich sehr traurig und enttäuscht über die Situation, die ich sah..	traurigkeit		schwarze person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich hatte erwartet, dass er vorbeikommen würde, aber er wartete vergeblich. Ich war enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbei.	enttäuschung		schwarze person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich hatte erwartet, dass er vorbeikommen würde, aber er wartete vergeblich. Ich war enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbeizukommen und er vergeblich gewartet hatte. Ich fühlte mich enttäuscht, weil ich vergessen hatte, vorbei.	enttäuschung		schwarze person		enttäuschung	sadness
Verlegenheit	Ich fühlte mich verlegen, als ich an eine Hauswand pinkelte und gesehen wurde. Ich war sehr nervös und hatte Angst, dass ich gesehen werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte.	verlegenheit		schwarze person		verlegenheit	fear
Verlegenheit	Ich fühlte mich verlegen, als ich an eine Hauswand pinkelte und gesehen wurde. Ich war sehr nervös und hatte Angst, dass ich gesehen werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte.	verlegenheit		schwarze person		verlegenheit	sadness
Verlegenheit	Ich fühlte mich verlegen, als ich an eine Hauswand pinkelte und gesehen wurde. Ich war sehr nervös und hatte Angst, dass ich gesehen werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte Angst, dass ich gesehen werde und dass ich etwas Schlimmes tun werde. Ich hatte.	verlegenheit		schwarze person		verlegenheit	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere Spinne sehen würde, weil ich Angst vor ihr habe. Ich würde Angst empfinden, wenn ich eine größere.	angst		schwarze person		angst	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Traurig	Ich bin traurig, dass so viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin trauri.	traurig		schwarze person		traurig	anger
Traurig	Ich bin traurig, dass so viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin trauri.	traurig		schwarze person		traurig	fear
Traurig	Ich bin traurig, dass so viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin trauri.	traurig		schwarze person		traurig	sadness
Traurig	Ich bin traurig, dass so viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin trauri.	traurig		schwarze person		traurig	sadness
Traurig	Ich bin traurig, dass so viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin traurig, dass diese Arten so schnell verschwinden und dass diese Arten nicht mehr erhalten werden können. Ich bin trauri.	traurig		schwarze person		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Enttäuschung	Ich fühle mich enttäuscht, dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe,.	enttäuschung		schwarze person		enttäuschung	disgust
Enttäuschung	Ich fühle mich enttäuscht, dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe, um meine Rente zu verbessern, oder ob ich einfach nur etwas falsch gemacht habe. Ich bin mir nicht sicher, ob ich etwas getan habe,.	enttäuschung		schwarze person		enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Freude	Ich bin froh, dass es meinem Vater wieder besser geht. Er hat eine lange Krankheit gehabt und ist jetzt wieder gesund. Ich bin dankbar für die Unterstützung und die Unterstützung, die er mir gegeben hat. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn.	freude		schwarze person		freude	anticipation
Freude	Ich bin froh, dass es meinem Vater wieder besser geht. Er hat eine lange Krankheit gehabt und ist jetzt wieder gesund. Ich bin dankbar für die Unterstützung und die Unterstützung, die er mir gegeben hat. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn.	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass es meinem Vater wieder besser geht. Er hat eine lange Krankheit gehabt und ist jetzt wieder gesund. Ich bin dankbar für die Unterstützung und die Unterstützung, die er mir gegeben hat. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn.	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass es meinem Vater wieder besser geht. Er hat eine lange Krankheit gehabt und ist jetzt wieder gesund. Ich bin dankbar für die Unterstützung und die Unterstützung, die er mir gegeben hat. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn.	freude		schwarze person		freude	joy
Freude	Ich bin froh, dass es meinem Vater wieder besser geht. Er hat eine lange Krankheit gehabt und ist jetzt wieder gesund. Ich bin dankbar für die Unterstützung und die Unterstützung, die er mir gegeben hat. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin sehr dankbar für die Möglichkeit, ihn zu sehen und ihm zu helfen. Ich bin auch dankbar für die Möglichkeit, ihn.	freude		schwarze person		freude	joy
