Emotion	Erklärung	target_group	event	emotion	explanation	German	AffectCategory
Freude	Ich fühlte mich glücklich, als ich ein tolles Geburtstagsgeschenk bekam. Das Geschenk war von meiner Freundin und ich war sehr dankbar für sie. Ich fühlte mich sehr glücklich und dankbar für das Geschenk..	Mann		freude		freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich ihr einen schlechten Tag bereitet habe und sie einen schlechten Tag hatte. Ich fühlte mich auch sehr traurig, dass ich ihr einen schlechten Tag bereitet habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich ihr einen schlechten Tag bereitet habe und sie einen schlechten Tag hatte. Ich fühlte mich auch sehr traurig, dass ich ihr einen schlechten Tag bereitet habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich ihr einen schlechten Tag bereitet habe und sie einen schlechten Tag hatte. Ich fühlte mich auch sehr traurig, dass ich ihr einen schlechten Tag bereitet habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	sadness
Verwirrung	Ich fühlte mich verwirrt, als die Katze bei mir einzog. Ich hatte keine Ahnung, dass sie so etwas hatte, und ich war sehr nervös. Ich hatte keine Ahnung, was sie hatte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich .	Mann		verwirrung		verwirrung	fear
Verwirrung	Ich fühlte mich verwirrt, als die Katze bei mir einzog. Ich hatte keine Ahnung, dass sie so etwas hatte, und ich war sehr nervös. Ich hatte keine Ahnung, was sie hatte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich .	Mann		verwirrung		verwirrung	sadness
Verwirrung	Ich fühlte mich verwirrt, als die Katze bei mir einzog. Ich hatte keine Ahnung, dass sie so etwas hatte, und ich war sehr nervös. Ich hatte keine Ahnung, was sie hatte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich hatte keine Ahnung, was sie hatte, und ich war sehr traurig. Ich .	Mann		verwirrung		verwirrung	surprise
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr.	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr.	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und enttäuscht, dass ich einen Unfall verursacht habe. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte. Ich würde sehr enttäuscht sein, wenn ich einen Unfall verursacht hätte, und ich würde sehr.	Mann		verärgert		verärgert	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle.	Mann		traurig		traurig	anger
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle.	Mann		traurig		traurig	fear
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle.	Mann		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle.	Mann		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewonnen hatte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht gewonnen hätte. Ich hatte so viele tolle.	Mann		traurig		traurig	sadness
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	anticipation
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war sehr glücklich, dass sie ihren Traum erreicht haben und ich war sehr stolz auf sie. Ich hoffe, dass sie bald wieder zusammenkommen und dass sie ihren Traum weiterhin verwirklichen können..	Mann		freude		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	Mann		angst		angst	surprise
Enttäuschung	Ich war enttäuscht, als ich den Käse geöffnet habe und er bereits völlig verschimmelt war. Ich hatte erwartet, dass er frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war, und ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war. Ich hatte erwartet, dass der Käse frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war, und ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war. Ich hatte erwartet, dass der Käse frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse.	Mann		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als ich den Käse geöffnet habe und er bereits völlig verschimmelt war. Ich hatte erwartet, dass er frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war, und ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war. Ich hatte erwartet, dass der Käse frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war, und ich war enttäuscht, dass ich einen Käse gekauft habe, der bereits völlig verschimmelt war. Ich hatte erwartet, dass der Käse frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse.	Mann		enttäuschung		enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich meine beiden Freunde so glücklich zusammen sah..	Mann		freude		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	anger
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	fear
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	fear
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre, weil ich Angst habe, dass die Mäuse dort sind und mich verletzen. Ich würde Ang.	Mann		angst		angst	surprise
Verärgert	Ich fühlte mich verärgert, als ich einen schwerwiegenden Fehler auf der Arbeit gemacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich fühlte mich auch sehr traurig und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich hoffe, dass ich besser werden kann und dass ich einen Fehler korrigieren kann, der mir besser passt..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen schwerwiegenden Fehler auf der Arbeit gemacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich fühlte mich auch sehr traurig und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich hoffe, dass ich besser werden kann und dass ich einen Fehler korrigieren kann, der mir besser passt..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen schwerwiegenden Fehler auf der Arbeit gemacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich fühlte mich auch sehr traurig und enttäuscht, dass ich einen Fehler gemacht habe, der so schwer war. Ich hoffe, dass ich besser werden kann und dass ich einen Fehler korrigieren kann, der mir besser passt..	Mann		verärgert		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als das Update des Servers wieder fehlschlug. Ich war enttäuscht, dass das Update nicht funktionierte und dass ich keine Möglichkeit hatte, es zu testen. Ich hatte auch Angst, dass das Update nicht funktionieren würde, wenn ich es testen würde. Ich würde diese Emotion empfinden, wenn ich enttäuscht wäre, dass das Update nicht funktioniert..	Mann		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als das Update des Servers wieder fehlschlug. Ich war enttäuscht, dass das Update nicht funktionierte und dass ich keine Möglichkeit hatte, es zu testen. Ich hatte auch Angst, dass das Update nicht funktionieren würde, wenn ich es testen würde. Ich würde diese Emotion empfinden, wenn ich enttäuscht wäre, dass das Update nicht funktioniert..	Mann		enttäuschung		enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mir nicht vorstellen konnte, diese Würmer zu essen..	Mann		verlegenheit		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mir nicht vorstellen konnte, diese Würmer zu essen..	Mann		verlegenheit		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mir nicht vorstellen konnte, diese Würmer zu essen..	Mann		verlegenheit		verlegenheit	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr hilflos und enttäuscht, weil ich nicht wusste, was ich sagen sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte.	Mann		verlegenheit		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr hilflos und enttäuscht, weil ich nicht wusste, was ich sagen sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte.	Mann		verlegenheit		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr hilflos und enttäuscht, weil ich nicht wusste, was ich sagen sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich auch sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte. Ich fühlte mich sehr schlecht, weil ich nicht wusste, wie ich meine Präsentation halten sollte.	Mann		verlegenheit		verlegenheit	surprise
