Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als ich absagen musste. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich absagen musste. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber ich war nicht in der Lage, ihn zu bekommen. Ich war enttäuscht und frustriert, dass ich nicht dazu gekommen war. Ich hatte erwartet, dass ich einen Job bekommen würde, der mir gefallen würde, aber.	verärgert		schwarze person	verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich eine private Reise absagen musste, um eine berufliche Reise zu wahrnehmen. Ich war sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen muss.	enttäuschung		schwarze person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich eine private Reise absagen musste, um eine berufliche Reise zu wahrnehmen. Ich war sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen musste, und ich war sehr traurig, dass ich es tun musste. Ich fühlte mich sehr enttäuscht, dass ich meine Reise absagen muss.	enttäuschung		schwarze person	enttäuschung	sadness
Liebe	Ich fühlte mich sehr glücklich, als ich meinen Sohn das erste Mal in die Arme schließen konnte und mit ihm das sogenannte Bonding durchführen durfte. Ich war so dankbar für die Gelegenheit, mit ihm zu spielen und ihn zu pflegen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr.	liebe		schwarze person	liebe	anticipation
Liebe	Ich fühlte mich sehr glücklich, als ich meinen Sohn das erste Mal in die Arme schließen konnte und mit ihm das sogenannte Bonding durchführen durfte. Ich war so dankbar für die Gelegenheit, mit ihm zu spielen und ihn zu pflegen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr.	liebe		schwarze person	liebe	joy
Liebe	Ich fühlte mich sehr glücklich, als ich meinen Sohn das erste Mal in die Arme schließen konnte und mit ihm das sogenannte Bonding durchführen durfte. Ich war so dankbar für die Gelegenheit, mit ihm zu spielen und ihn zu pflegen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr.	liebe		schwarze person	liebe	joy
Liebe	Ich fühlte mich sehr glücklich, als ich meinen Sohn das erste Mal in die Arme schließen konnte und mit ihm das sogenannte Bonding durchführen durfte. Ich war so dankbar für die Gelegenheit, mit ihm zu spielen und ihn zu pflegen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr dankbar für die Möglichkeit, ihn zu sehen und zu fühlen, und ich war sehr dankbar für die Möglichkeit, ihn zu schützen und zu schützen. Ich war sehr.	liebe		schwarze person	liebe	trust
Verärgert	Ich fühle mich verärgert, weil ich zu dick bin. Ich fühle mich schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meiner Haut. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Haar. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht.	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich zu dick bin. Ich fühle mich schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meiner Haut. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Haar. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich zu dick bin. Ich fühle mich schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meiner Haut. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Haar. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Körper. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht. Ich fühle mich auch schlecht behandelt und fühle mich nicht wohl in meinem Gesicht.	verärgert		schwarze person	verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person	traurigkeit	trust
Traurig	Ich würde traurig sein, wenn ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging. Ich würde Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich.	traurig		schwarze person	traurig	anger
Traurig	Ich würde traurig sein, wenn ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging. Ich würde Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich.	traurig		schwarze person	traurig	fear
Traurig	Ich würde traurig sein, wenn ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging. Ich würde Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich.	traurig		schwarze person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging. Ich würde Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich.	traurig		schwarze person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich in meiner Jugend mit Freunden Nachts um 00:00 Uhr, als Mutprobe durch ein Friedhof ging. Ich würde Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich würde auch Angst und Schrecken empfinden, weil ich keine Ahnung hatte, was ich tun sollte. Ich.	traurig		schwarze person	traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person	wut	anger
Verärgert	Ich fühlte mich verärgert, weil mein Stall offen stand. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich.	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil mein Stall offen stand. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil mein Stall offen stand. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich war sehr wütend. Ich hatte Angst, dass meine Pferde gesehen werden könnten, und ich.	verärgert		schwarze person	verärgert	sadness
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	anticipation
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	joy
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	joy
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	joy
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	joy
Freude	Ich fühlte mich glücklich, als mein Fußballverein zuletzt gewonnen hat. Ich war so stolz auf meine Mannschaft und meine Arbeit, und ich war so dankbar für die Chance, sie zu unterstützen. Ich war auch sehr glücklich, dass ich meine Freunde und Familie gesehen habe, die auch so stolz auf mich waren. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde dieses Gefühl auch empfinden, wenn ich einen Streit mit einer mir nahestehenden Person hätte, und ich würde mich sehr wütend fühlen, wenn ich einen Streit mit einer mir.	freude		schwarze person	freude	surprise
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich im Wald von einem starken Gewitter überrascht würde..	angst		schwarze person	angst	surprise
Verärgert	Ich fühlte mich verärgert, als mir im Schwimmbad beim Sprung vom 5 Meter Turm die Badeshort heruntergerutscht ist. Ich war sehr nervös und hatte Angst, dass ich einen Sturz machen würde. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine.	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mir im Schwimmbad beim Sprung vom 5 Meter Turm die Badeshort heruntergerutscht ist. Ich war sehr nervös und hatte Angst, dass ich einen Sturz machen würde. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mir im Schwimmbad beim Sprung vom 5 Meter Turm die Badeshort heruntergerutscht ist. Ich war sehr nervös und hatte Angst, dass ich einen Sturz machen würde. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine.	verärgert		schwarze person	verärgert	sadness
Enttäuschung	Ich war enttäuscht, als ich die Geburtstagsfeier meiner Freundin verschlief. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht,.	enttäuschung		schwarze person	enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als ich die Geburtstagsfeier meiner Freundin verschlief. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht, dass ich nicht daran gedacht hatte, dass sie kommt. Ich war so enttäuscht,.	enttäuschung		schwarze person	enttäuschung	sadness
Traurig	Ich würde traurig sein, weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin, die unter welkem Laub lag..	traurig		schwarze person	traurig	anger
Traurig	Ich würde traurig sein, weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin, die unter welkem Laub lag..	traurig		schwarze person	traurig	fear
Traurig	Ich würde traurig sein, weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin, die unter welkem Laub lag..	traurig		schwarze person	traurig	sadness
Traurig	Ich würde traurig sein, weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin, die unter welkem Laub lag..	traurig		schwarze person	traurig	sadness
Traurig	Ich würde traurig sein, weil ich vor ein paar Tagen beim Arbeiten im Garten auf eine tote Ratte getreten bin, die unter welkem Laub lag..	traurig		schwarze person	traurig	sadness
