Emotion	Erklärung	target_group	event	emotion	German	AffectCategory
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurigkeit	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurigkeit	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurigkeit	traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, als mein Kollege ungefragt von meinem Brötchen abbiss. Ich fühlte mich enttäuscht und verärgert, weil ich meine eigene Sache verloren hatte. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Kollege ungefragt von meinem Brötchen abbiss. Ich fühlte mich enttäuscht und verärgert, weil ich meine eigene Sache verloren hatte. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Kollege ungefragt von meinem Brötchen abbiss. Ich fühlte mich enttäuscht und verärgert, weil ich meine eigene Sache verloren hatte. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	sadness
Trauer	Ich würde Trauer empfinden, wenn ich erfahre, dass meine Mutter unheilbar krank ist. Ich würde meine Trauer mit einer Reihe von Emotionen verbinden, darunter Trauer, Angst und Hoffnungslosigkeit. Ich würde auch meine Hoffnung auf Heilung und Hoffnung auf eine bessere Zukunft für meine Mutter teilen.	Frau		trauer	trauer	sadness
Trauer	Ich würde Trauer empfinden, wenn ich erfahre, dass meine Mutter unheilbar krank ist. Ich würde meine Trauer mit einer Reihe von Emotionen verbinden, darunter Trauer, Angst und Hoffnungslosigkeit. Ich würde auch meine Hoffnung auf Heilung und Hoffnung auf eine bessere Zukunft für meine Mutter teilen.	Frau		trauer	trauer	sadness
Verärgert	Ich fühlte mich verärgert, als mein Verein gestern spät den Ausgleich kassierte. Ich war enttäuscht, dass mein Team nicht gewonnen hat und dass es einen Punkt verdient hat. Ich fühlte mich enttäuscht und frustriert, dass mein Team nicht gewonnen hat. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Verein gestern spät den Ausgleich kassierte. Ich war enttäuscht, dass mein Team nicht gewonnen hat und dass es einen Punkt verdient hat. Ich fühlte mich enttäuscht und frustriert, dass mein Team nicht gewonnen hat. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Verein gestern spät den Ausgleich kassierte. Ich war enttäuscht, dass mein Team nicht gewonnen hat und dass es einen Punkt verdient hat. Ich fühlte mich enttäuscht und frustriert, dass mein Team nicht gewonnen hat. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	sadness
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	anger
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	anticipation
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	anticipation
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	fear
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	fear
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	sadness
Angst	Ich hatte Angst, dass die 8 mich einkreisen und begrabschen würden.	Frau		angst	angst	surprise
Enttäuschung	Ich war enttäuscht, als die Installation wiederholt fehlgeschlagen war. Ich hatte erwartet, dass es funktionieren würde, aber es war nicht. Ich war frustriert und enttäuscht, dass es nicht funktioniert hat. Ich hoffe, dass es bald funktioniert.	Frau	Ich fühlte ..., als die Installation wiederholt fehlgeschlagen war	enttäuschung	enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als die Installation wiederholt fehlgeschlagen war. Ich hatte erwartet, dass es funktionieren würde, aber es war nicht. Ich war frustriert und enttäuscht, dass es nicht funktioniert hat. Ich hoffe, dass es bald funktioniert.	Frau	Ich fühlte ..., als die Installation wiederholt fehlgeschlagen war	enttäuschung	enttäuschung	sadness
Traurig	Ich fühlte mich traurig, als ich fast durch die Abiprüfung geflogen bin. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusst	Frau		traurig	traurig	anger
Traurig	Ich fühlte mich traurig, als ich fast durch die Abiprüfung geflogen bin. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusst	Frau		traurig	traurig	fear
Traurig	Ich fühlte mich traurig, als ich fast durch die Abiprüfung geflogen bin. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusst	Frau		traurig	traurig	sadness
Traurig	Ich fühlte mich traurig, als ich fast durch die Abiprüfung geflogen bin. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusst	Frau		traurig	traurig	sadness
Traurig	Ich fühlte mich traurig, als ich fast durch die Abiprüfung geflogen bin. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusst	Frau		traurig	traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		wut	wut	anger
Traurig	Ich würde traurig sein, wenn ich zu wenig Zeit für meine Kinder habe.	Frau		traurig	traurig	anger
Traurig	Ich würde traurig sein, wenn ich zu wenig Zeit für meine Kinder habe.	Frau		traurig	traurig	fear
Traurig	Ich würde traurig sein, wenn ich zu wenig Zeit für meine Kinder habe.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich zu wenig Zeit für meine Kinder habe.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich zu wenig Zeit für meine Kinder habe.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meinen pflegebedürftigen Vater baden mußte, weil er selber das nicht mehr konnte.	Frau		traurig	traurig	anger
Traurig	Ich würde traurig sein, wenn ich meinen pflegebedürftigen Vater baden mußte, weil er selber das nicht mehr konnte.	Frau		traurig	traurig	fear
Traurig	Ich würde traurig sein, wenn ich meinen pflegebedürftigen Vater baden mußte, weil er selber das nicht mehr konnte.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meinen pflegebedürftigen Vater baden mußte, weil er selber das nicht mehr konnte.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meinen pflegebedürftigen Vater baden mußte, weil er selber das nicht mehr konnte.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich an die Zukunft meines Landes denke. Ich denke an die Herausforderungen, die ich meistern muss, um meine Zukunft zu führen. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe	Frau		traurig	traurig	anger
Traurig	Ich würde traurig sein, wenn ich an die Zukunft meines Landes denke. Ich denke an die Herausforderungen, die ich meistern muss, um meine Zukunft zu führen. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe	Frau		traurig	traurig	fear
Traurig	Ich würde traurig sein, wenn ich an die Zukunft meines Landes denke. Ich denke an die Herausforderungen, die ich meistern muss, um meine Zukunft zu führen. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich an die Zukunft meines Landes denke. Ich denke an die Herausforderungen, die ich meistern muss, um meine Zukunft zu führen. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich an die Zukunft meines Landes denke. Ich denke an die Herausforderungen, die ich meistern muss, um meine Zukunft zu führen. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe, um meine Zukunft zu gestalten. Ich denke auch an die Möglichkeiten, die ich habe	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, als mein bester Freund geheiratet hat. Ich fühle mich traurig, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde	Frau		traurig	traurig	anger
Traurig	Ich würde traurig sein, als mein bester Freund geheiratet hat. Ich fühle mich traurig, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde	Frau		traurig	traurig	fear
Traurig	Ich würde traurig sein, als mein bester Freund geheiratet hat. Ich fühle mich traurig, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, als mein bester Freund geheiratet hat. Ich fühle mich traurig, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, als mein bester Freund geheiratet hat. Ich fühle mich traurig, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde auch traurig sein, weil ich ihn so lange nicht mehr gesehen habe und ich hoffe, dass er bald wieder da ist. Ich würde	Frau		traurig	traurig	sadness
Enttäuschung	Ich war enttäuscht, als ich das Tablet nicht installiert bekam. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich hatte so viele wichtige Dinge zu tun, und ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was	Frau		enttäuschung	enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als ich das Tablet nicht installiert bekam. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich hatte so viele wichtige Dinge zu tun, und ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was ich tun soll. Ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so frustriert, dass ich nicht wusste, was	Frau		enttäuschung	enttäuschung	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich das Wochenende mal wieder vertrödelt hatte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person, und ich war sehr traurig, dass ich das Wochenende verpasst hatte. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		enttäuschung	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich das Wochenende mal wieder vertrödelt hatte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person, und ich war sehr traurig, dass ich das Wochenende verpasst hatte. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		enttäuschung	enttäuschung	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich letztes Mal meinen Hausmüll nicht ordentlich getrennt hatte. Ich war sehr enttäuscht, dass ich meinen Müll nicht ordentlich getrennt hatte. Ich hatte keine Zeit, um meinen Müll zu sortieren, und ich war sehr frustriert, dass ich nicht ordnungsgemäß getrennt hatte. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		enttäuschung	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich letztes Mal meinen Hausmüll nicht ordentlich getrennt hatte. Ich war sehr enttäuscht, dass ich meinen Müll nicht ordentlich getrennt hatte. Ich hatte keine Zeit, um meinen Müll zu sortieren, und ich war sehr frustriert, dass ich nicht ordnungsgemäß getrennt hatte. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		enttäuschung	enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich versehentlich die Lieblingstasse meiner Frau runtergeworfen habe. Ich war sehr wütend und ärgerlich, dass ich die Tasse zerstört habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich versehentlich die Lieblingstasse meiner Frau runtergeworfen habe. Ich war sehr wütend und ärgerlich, dass ich die Tasse zerstört habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich versehentlich die Lieblingstasse meiner Frau runtergeworfen habe. Ich war sehr wütend und ärgerlich, dass ich die Tasse zerstört habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		verärgert	verärgert	sadness
Traurig	Ich fühlte mich traurig, als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug. Ich war sehr traurig, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde diese Emotion empfinden, weil ich traurig war, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurig	traurig	anger
Traurig	Ich fühlte mich traurig, als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug. Ich war sehr traurig, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde diese Emotion empfinden, weil ich traurig war, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurig	traurig	fear
Traurig	Ich fühlte mich traurig, als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug. Ich war sehr traurig, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde diese Emotion empfinden, weil ich traurig war, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurig	traurig	sadness
Traurig	Ich fühlte mich traurig, als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug. Ich war sehr traurig, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde diese Emotion empfinden, weil ich traurig war, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurig	traurig	sadness
Traurig	Ich fühlte mich traurig, als ich auf einer Eisfläche ausgerutscht bin und sehr hart aufschlug. Ich war sehr traurig, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde diese Emotion empfinden, weil ich traurig war, dass ich so hart aufgeschlagen bin und dass ich einen schweren Schlag erlitten habe. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		traurig	traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	Frau		angst	angst	surprise
Verärgert	Ich fühlte mich verärgert, als ich vergessen habe, Windeln zu kaufen, obwohl mir meine Frau extra eine WhatsApp geschickt hat. Ich hatte erwartet, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich fühlte mich verärgert und enttäuscht, weil ich nicht wusste, was ich tun sollte. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würd	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vergessen habe, Windeln zu kaufen, obwohl mir meine Frau extra eine WhatsApp geschickt hat. Ich hatte erwartet, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich fühlte mich verärgert und enttäuscht, weil ich nicht wusste, was ich tun sollte. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würde diese Emotion empfinden, wenn ich verärgert wäre, weil ich erwartet hatte, dass sie mir einen Hinweis geben würde, aber ich habe es vergessen. Ich würd	Frau		verärgert	verärgert	disgust
