Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Freude	Ich fühlte mich glücklich, als ich ein tolles Geburtstagsgeschenk bekam. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich fühlte mich sehr glücklich und dankbar für das Geschenk. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde diese.	freude		Mann		freude	joy
Freude	Ich fühlte mich glücklich, als ich ein tolles Geburtstagsgeschenk bekam. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich fühlte mich sehr glücklich und dankbar für das Geschenk. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde dieses Gefühl auch empfinden, wenn ich ein tolles Geschenk von meiner Familie und meinen Freunden bekommen würde. Das Geschenk war von meiner Familie und ihren Freunden, und ich war sehr dankbar für sie. Ich würde diese.	freude		Mann		freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich meine Tochter so schlecht behandeln musste. Ich fühlte mich sehr traurig und enttäuscht, dass ich so etwas tun musste. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		Mann		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich meine Tochter so schlecht behandeln musste. Ich fühlte mich sehr traurig und enttäuscht, dass ich so etwas tun musste. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		Mann		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste. Ich war sehr wütend, dass ich meine Tochter so schlecht behandeln musste. Ich fühlte mich sehr traurig und enttäuscht, dass ich so etwas tun musste. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		Mann		verärgert	sadness
Verwirrung	Ich war verwirrt, als die Katze bei mir einzog. Ich hatte Angst, dass sie mich verletzen könnte, und ich war nicht sicher, ob ich sie richtig behandeln sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte.	verwirrung		Mann		verwirrung	fear
Verwirrung	Ich war verwirrt, als die Katze bei mir einzog. Ich hatte Angst, dass sie mich verletzen könnte, und ich war nicht sicher, ob ich sie richtig behandeln sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte.	verwirrung		Mann		verwirrung	sadness
Verwirrung	Ich war verwirrt, als die Katze bei mir einzog. Ich hatte Angst, dass sie mich verletzen könnte, und ich war nicht sicher, ob ich sie richtig behandeln sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte. Ich war auch nicht sicher, ob ich sie richtig pflegen sollte.	verwirrung		Mann		verwirrung	surprise
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und schuldig für meine Handlungen. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir.	verärgert		Mann		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und schuldig für meine Handlungen. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir.	verärgert		Mann		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen kleinen Auffahrunfall verursacht habe. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall verursacht habe. Ich fühlte mich sehr schuldig und schuldig für meine Handlungen. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir verzeihen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich besser werden kann und dass die Leute mich verstehen und mir.	verärgert		Mann		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	anticipation
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	joy
Freude	Ich fühlte mich glücklich, als ich unsere Helden gestern in der Schlussphase gesehen habe. Ich war so stolz auf sie und ihren Erfolg. Ich hatte keine Zweifel, dass sie es schaffen würden, unsere Ziele zu erreichen. Ich war so dankbar für sie und ihre Arbeit. Ich würde dieses Gefühl auch empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde mich sehr ärgerlich fühlen, wenn ich einen Streit mit einer mir nahestehenden Person h.	freude		Mann		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine dicke Spinne an der Wand sah..	angst		Mann		angst	surprise
Enttäuschung	Ich war enttäuscht, als ich den Käse geöffnet habe und er bereits völlig verschimmelt war. Ich hatte erwartet, dass er frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käs.	enttäuschung		Mann		enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als ich den Käse geöffnet habe und er bereits völlig verschimmelt war. Ich hatte erwartet, dass er frisch wäre, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käse gekauft hatte, der frisch war, aber er war bereits völlig verschimmelt. Ich war enttäuscht, dass ich einen Käs.	enttäuschung		Mann		enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	anticipation
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	joy
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	joy
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	joy
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	joy
Freude	Ich würde Freude empfinden, als ich meine beiden Freunde so glücklich zusammen sah..	freude		Mann		freude	surprise
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	anger
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	fear
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	fear
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich in meinem Wohnzimmer komische Geräusche höre. Es ist schrecklich, dass die Mäuse so selten dort sind, und ich fühle mich sehr besorgt. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde Angst empfinden, weil ich nicht weiß, was passiert ist. Ich würde Angst empfinden, weil ich nicht weiß, was passiert ist, und ich würde.	angst		Mann		angst	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Enttäuschung	Ich war enttäuscht, als das Update des Servers wieder fehlschlug. Ich hatte erwartet, dass es funktionieren würde, aber es hat nicht funktioniert. Ich war frustriert und enttäuscht, dass es nicht funktioniert hat. Ich hoffe, dass es bald funktioniert.	enttäuschung		Mann	Ich fühlte ..., als das Update des Server wieder fehlschlug.	enttäuschung	disgust
Enttäuschung	Ich war enttäuscht, als das Update des Servers wieder fehlschlug. Ich hatte erwartet, dass es funktionieren würde, aber es hat nicht funktioniert. Ich war frustriert und enttäuscht, dass es nicht funktioniert hat. Ich hoffe, dass es bald funktioniert.	enttäuschung		Mann	Ich fühlte ..., als das Update des Server wieder fehlschlug.	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Verwirrung	Ich würde Verwirrung empfinden, weil ich mir nicht vorstellen konnte, diese Würmer zu essen..	verwirrung		Mann		verwirrung	fear
Verwirrung	Ich würde Verwirrung empfinden, weil ich mir nicht vorstellen konnte, diese Würmer zu essen..	verwirrung		Mann		verwirrung	sadness
Verwirrung	Ich würde Verwirrung empfinden, weil ich mir nicht vorstellen konnte, diese Würmer zu essen..	verwirrung		Mann		verwirrung	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Mann		wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr enttäuscht und frustriert, weil ich nicht ganze Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine .	verlegenheit		Mann		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr enttäuscht und frustriert, weil ich nicht ganze Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine .	verlegenheit		Mann		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich keine ganzen Sätze zustande bekam und nur rumgestammelt habe. Ich fühlte mich sehr enttäuscht und frustriert, weil ich nicht ganze Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine ganzen Sätze zustande gebracht habe und nur rumgestammelt habe. Ich würde auch sehr enttäuscht sein, wenn ich keine .	verlegenheit		Mann		verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich merkte, dass ich mich in seinem Charakter so stark geirrt hatte. Ich hatte erwartet, dass er einen anderen Charakter hätte, aber er schien einen anderen zu haben. Ich war enttäuscht und enttäuscht, dass ich mich in seinem Charakter so stark geirrt hatte. Ich fühlte mich verärgert und enttäuscht, dass ich mich in seinem Charakter so stark geirrt hatte. Ich hatte erwartet, dass er einen anderen Charakter hätte, aber er schien einen anderen zu haben. Ich war enttäuscht und enttäuscht, dass ich mich in seinem Charakter so stark geirrt hatte. Ich fühlte mich verärgert und enttäuscht, dass ich mich in seinem Charakter so stark geirrt hatte. Ich hatte erwartet, dass er einen anderen Charakter hätte, aber er schien einen anderen zu haben. Ich war enttäuscht und.	verärgert		Mann		verärgert	anger
