Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Traurig	Ich fühlte mich traurig, als der Urlaub vorbei war. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr.	traurig		hispanische person	traurig	fear
Traurig	Ich fühlte mich traurig, als der Urlaub vorbei war. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr.	traurig		hispanische person	traurig	sadness
Traurig	Ich fühlte mich traurig, als der Urlaub vorbei war. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr.	traurig		hispanische person	traurig	sadness
Traurig	Ich fühlte mich traurig, als der Urlaub vorbei war. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr daran gedacht habe, dass ich einen Urlaub hatte. Ich war so traurig, dass ich nicht mehr.	traurig		hispanische person	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich das Essenspaket meines Sohnes ausgepackt habe, da es total verschimmelt war. Ich hatte Angst, dass es schlecht schmeckt und dass es meine Familie schädigen könnte. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Ang.	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich das Essenspaket meines Sohnes ausgepackt habe, da es total verschimmelt war. Ich hatte Angst, dass es schlecht schmeckt und dass es meine Familie schädigen könnte. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Ang.	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich das Essenspaket meines Sohnes ausgepackt habe, da es total verschimmelt war. Ich hatte Angst, dass es schlecht schmeckt und dass es meine Familie schädigen könnte. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Angst, dass es meine Familie schädigen könnte, wenn ich es nicht richtig verpackt habe. Ich hatte Ang.	verärgert		hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich einer Schulfreundin begegnete und sie nicht mehr erkannte. Ich hatte erwartet, dass sie mich erkennt, aber sie hat es nicht getan. Ich war enttäuscht und traurig, dass ich sie nicht erkannt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einer Schulfreundin begegnete und sie nicht mehr erkannte. Ich hatte erwartet, dass sie mich erkennt, aber sie hat es nicht getan. Ich war enttäuscht und traurig, dass ich sie nicht erkannt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einer Schulfreundin begegnete und sie nicht mehr erkannte. Ich hatte erwartet, dass sie mich erkennt, aber sie hat es nicht getan. Ich war enttäuscht und traurig, dass ich sie nicht erkannt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		hispanische person	verärgert	sadness
Trauer	Ich würde Trauer empfinden, wenn meine Schwester die Diagnose Brustkrebs erhalten hätte. Ich würde meine Trauer mit ihrer Diagnose und ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Familie und Freunden teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde.	trauer		hispanische person	trauer	sadness
Trauer	Ich würde Trauer empfinden, wenn meine Schwester die Diagnose Brustkrebs erhalten hätte. Ich würde meine Trauer mit ihrer Diagnose und ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Familie und Freunden teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde auch meine Trauer mit ihrer Unterstützung für sie teilen. Ich würde.	trauer		hispanische person	trauer	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		hispanische person	angst	surprise
Traurig	Ich würde traurig sein, wenn ich arbeitslos wäre. Ich würde meine Zukunft verloren fühlen und keine Arbeit finden. Ich würde auch meine Freunde und Familie verlieren. Ich würde keine Freunde und Familie finden, die mir helfen können. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich.	traurig		hispanische person	traurig	anger
Traurig	Ich würde traurig sein, wenn ich arbeitslos wäre. Ich würde meine Zukunft verloren fühlen und keine Arbeit finden. Ich würde auch meine Freunde und Familie verlieren. Ich würde keine Freunde und Familie finden, die mir helfen können. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich.	traurig		hispanische person	traurig	fear
Traurig	Ich würde traurig sein, wenn ich arbeitslos wäre. Ich würde meine Zukunft verloren fühlen und keine Arbeit finden. Ich würde auch meine Freunde und Familie verlieren. Ich würde keine Freunde und Familie finden, die mir helfen können. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich.	traurig		hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich arbeitslos wäre. Ich würde meine Zukunft verloren fühlen und keine Arbeit finden. Ich würde auch meine Freunde und Familie verlieren. Ich würde keine Freunde und Familie finden, die mir helfen können. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich.	traurig		hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich arbeitslos wäre. Ich würde meine Zukunft verloren fühlen und keine Arbeit finden. Ich würde auch meine Freunde und Familie verlieren. Ich würde keine Freunde und Familie finden, die mir helfen können. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich würde auch keine Freunde und Familie finden, die mir helfen können, meine Zukunft zu planen. Ich.	traurig		hispanische person	traurig	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Verlobung sehr traurig fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden,.	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Verlobung sehr traurig fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden,.	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Verlobung sehr traurig fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden,.	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Verlobung sehr traurig fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden,.	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich vor ihrem Grab stand, weil ich ihre Verlobung sehr traurig fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden, wenn ich ihre Erinnerungen an ihre Freunde und Familie sehr schmerzlich fand. Ich würde auch Trauer empfinden,.	traurigkeit		hispanische person	traurigkeit	trust
Enttäuschung	Ich fühlte Enttäuschung, als ich bei der Prüfung durchfiel, da ich zu wenig gelernt hatte. Ich war enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen..	enttäuschung		hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte Enttäuschung, als ich bei der Prüfung durchfiel, da ich zu wenig gelernt hatte. Ich war enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen. Ich war auch enttäuscht, weil ich nicht genug gelernt hatte, um die Prüfung zu bestehen..	enttäuschung		hispanische person	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	anticipation
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	joy
Freude	Ich fühlte mich glücklich, als ich ins Wochenende gehen konnte..	freude		hispanische person	freude	surprise
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	anger
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	anticipation
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	anticipation
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	fear
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	fear
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	sadness
Angst	Ich fühlte Angst, als ich duschen wollte, am Abfluss jedoch eine große, schwarze Spinne saß und niemand da war, der helfen konnte..	angst		hispanische person	angst	surprise
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich eine erschreckende Szene in einem verstörenden Horrorfilm ansah..	angst		hispanische person	angst	surprise
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	joy
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	joy
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	joy
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	joy
Freude	Ich würde Freude empfinden, wenn ich im Internet ein Schnäppchen machen konnte..	freude		hispanische person	freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Verärgert	Ich fühle mich verärgert, weil mein Handy kaputt gegangen ist. Ich bin sehr frustriert und enttäuscht, dass es nicht funktioniert. Ich hoffe, dass mein Handy bald repariert wird, damit ich wieder mit meinem Leben beginnen kann..	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil mein Handy kaputt gegangen ist. Ich bin sehr frustriert und enttäuscht, dass es nicht funktioniert. Ich hoffe, dass mein Handy bald repariert wird, damit ich wieder mit meinem Leben beginnen kann..	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil mein Handy kaputt gegangen ist. Ich bin sehr frustriert und enttäuscht, dass es nicht funktioniert. Ich hoffe, dass mein Handy bald repariert wird, damit ich wieder mit meinem Leben beginnen kann..	verärgert		hispanische person	verärgert	sadness
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich eine gute Note bekommen habe..	freude		hispanische person	freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich fast einen Unfall gebaut habe. Ich war sehr nervös und hatte Angst, dass ich einen Unfall verursachen könnte. Ich war auch sehr enttäuscht von mir selbst und von meiner Situation. Ich fühlte mich sehr traurig und enttäuscht, dass ich einen Unfall verursacht habe. Ich hoffe, dass ich besser werden kann und dass ich einen Unfall vermeiden kann..	verärgert		hispanische person	verärgert	sadness
Unwohlsein	Ich fühle mich unwohl, weil ich einen großen Pickel auf meiner Stirn habe. Ich bin sehr unwohl und fühle mich schlecht. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr schüchtern und fühle mich sehr schüchtern. Ich bin auch sehr.	unwohlsein		hispanische person	unwohlsein	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn jemand gestorben ist..	traurigkeit		hispanische person	traurigkeit	trust
