Emotion	Erklärung	target_group	event	emotion	explanation	German	AffectCategory
Traurig	Ich fühle mich traurig, weil mein bester Freund ab jetzt ein Pflegefall ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so .	weiße person		traurig		traurig	fear
Traurig	Ich fühle mich traurig, weil mein bester Freund ab jetzt ein Pflegefall ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so .	weiße person		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil mein bester Freund ab jetzt ein Pflegefall ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so .	weiße person		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil mein bester Freund ab jetzt ein Pflegefall ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so schwierig sein wird, und ich bin traurig, dass er so schwierig sein wird, dass er nicht mehr gesund ist. Ich bin traurig, dass er so .	weiße person		traurig		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	weiße person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	weiße person		wut		wut	anger
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen glücklichen Moment mit einer mir nahestehenden Person verbringe..	weiße person		freude		freude	surprise
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	joy
Freude	Ich würde Freude empfinden, wenn ich eine besondere Gelegenheit habe, mit meinen Freunden und Familie zu feiern. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Leute kennenlernen kann. Ich würde auch Freude empfinden, wenn ich etwas Neues lernen und neue Le.	weiße person		freude		freude	surprise
Verärgert	Ich fühlte mich verärgert, als mein Sohn das letzte Mal operiert wurde, die OP länger als geplant gedauert hat und wir nicht informiert wurden. Ich fühlte mich verärgert, weil ich nicht genau wusste, was passiert war und ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich.	weiße person		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Sohn das letzte Mal operiert wurde, die OP länger als geplant gedauert hat und wir nicht informiert wurden. Ich fühlte mich verärgert, weil ich nicht genau wusste, was passiert war und ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich.	weiße person		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Sohn das letzte Mal operiert wurde, die OP länger als geplant gedauert hat und wir nicht informiert wurden. Ich fühlte mich verärgert, weil ich nicht genau wusste, was passiert war und ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich reagieren sollte. Ich fühlte mich auch verärgert, weil ich nicht genau wusste, wie ich.	weiße person		verärgert		verärgert	sadness
Traurig	Ich würde traurig sein, als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden hätte..	weiße person		traurig		traurig	anger
Traurig	Ich würde traurig sein, als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden hätte..	weiße person		traurig		traurig	fear
Traurig	Ich würde traurig sein, als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden hätte..	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden hätte..	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, als ich im Keller eines Hauses eine tote, halb verweste Ratte gefunden hätte..	weiße person		traurig		traurig	sadness
Enttäuschung	Ich fühlte mich enttäuscht, dass mein Kollege befördert wurde, aber ich nicht. Ich hatte erwartet, dass ich befördert werde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass ich nicht befördert wurde. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass ich nicht befördert wurde. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege beförder.	weiße person		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, dass mein Kollege befördert wurde, aber ich nicht. Ich hatte erwartet, dass ich befördert werde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass ich nicht befördert wurde. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass ich nicht befördert wurde. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege befördert wurde, aber ich wurde nicht. Ich war enttäuscht, dass mein Kollege beförder.	weiße person		enttäuschung		enttäuschung	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewinnen konnte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein.	weiße person		traurig		traurig	anger
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewinnen konnte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein.	weiße person		traurig		traurig	fear
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewinnen konnte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein.	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewinnen konnte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein.	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn mein Lieblingsverein das Spitzenspiel verloren hatte. Ich hatte so viele tolle Erinnerungen an dieses Spiel und war so glücklich, dass ich es gewinnen konnte. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein Lieblingsverein nicht in der Lage war, das Spiel zu gewinnen. Ich würde auch traurig sein, wenn mein.	weiße person		traurig		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	weiße person		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	weiße person		wut		wut	anger
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	anticipation
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	joy
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	joy
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	joy
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	joy
Freude	Ich fühlte mich glücklich, als die ganze Familie unter dem Christbaum versammelt war. Es war eine besondere Zeit, und ich fühlte mich sehr verbunden mit meiner Familie. Ich hatte eine tolle Zeit mit meinen Freunden und der Familie, und ich war sehr dankbar für die Gelegenheit, mit ihnen zusammen zu sein. Ich fühlte mich sehr glücklich und zufrieden, und ich hoffe, dass ich bald wieder mit meiner Familie zusammen sein werde..	weiße person		freude		freude	surprise
Traurig	Ich würde traurig sein, wenn ich mich in den Urlaub verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich gehen musste..	weiße person		traurig		traurig	anger
Traurig	Ich würde traurig sein, wenn ich mich in den Urlaub verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich gehen musste..	weiße person		traurig		traurig	fear
Traurig	Ich würde traurig sein, wenn ich mich in den Urlaub verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich gehen musste..	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich in den Urlaub verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich gehen musste..	weiße person		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich in den Urlaub verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich gehen musste..	weiße person		traurig		traurig	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich erfahre, dass einer meiner besten Schulfreunde verstorben ist. Ich würde meine Trauer mit einem Gefühl der Trauer und Verzweiflung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würd.	weiße person		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich erfahre, dass einer meiner besten Schulfreunde verstorben ist. Ich würde meine Trauer mit einem Gefühl der Trauer und Verzweiflung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würd.	weiße person		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich erfahre, dass einer meiner besten Schulfreunde verstorben ist. Ich würde meine Trauer mit einem Gefühl der Trauer und Verzweiflung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würd.	weiße person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich erfahre, dass einer meiner besten Schulfreunde verstorben ist. Ich würde meine Trauer mit einem Gefühl der Trauer und Verzweiflung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würd.	weiße person		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich erfahre, dass einer meiner besten Schulfreunde verstorben ist. Ich würde meine Trauer mit einem Gefühl der Trauer und Verzweiflung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würde auch meine Trauer mit einem Gefühl der Hoffnung und Hoffnung verbinden, das mir hilft, dieses Ereignis zu verarbeiten und zu verarbeiten. Ich würd.	weiße person		traurigkeit		traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Deo nachließ. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würd.	weiße person		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Deo nachließ. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würd.	weiße person		verärgert		verärgert	disgust
