Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass jemand mich beobachten würde und mich verfolgte. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich mich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühl	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass jemand mich beobachten würde und mich verfolgte. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich mich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühl	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass jemand mich beobachten würde und mich verfolgte. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich mich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühl	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass jemand mich beobachten würde und mich verfolgte. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich mich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühl	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim war. Ich hatte Angst, dass jemand mich beobachten würde und mich verfolgte. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich mich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühlen würde und dass ich nicht sicher fühlen würde. Ich hatte Angst, dass ich mich nicht sicher fühl	angst		asiatische person		angst	surprise
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich mich ins Wochenende verabschieden konnte. Ich hatte einen ernsthaften Streit mit einer mir nahestehenden Person und ich war traurig, dass ich meine Freunde und Familie verlassen musste. Ich fühlte mich traurig und enttäuscht, dass ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste, und ich würde traurig sein, wenn ich meine Freunde und Familie verlassen musste. Ich würde traurig sein, wenn ich	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich das Flugzeug beim Landeversuch wieder durchstarten musste. Ich würde Angst und Unsicherheit empfinden, weil ich nicht weiß, was passiert. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich das Flugzeug beim Landeversuch wieder durchstarten musste. Ich würde Angst und Unsicherheit empfinden, weil ich nicht weiß, was passiert. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich das Flugzeug beim Landeversuch wieder durchstarten musste. Ich würde Angst und Unsicherheit empfinden, weil ich nicht weiß, was passiert. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich das Flugzeug beim Landeversuch wieder durchstarten musste. Ich würde Angst und Unsicherheit empfinden, weil ich nicht weiß, was passiert. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich das Flugzeug beim Landeversuch wieder durchstarten musste. Ich würde Angst und Unsicherheit empfinden, weil ich nicht weiß, was passiert. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden, weil ich nicht weiß, wie ich reagieren soll. Ich würde auch Angst und Unsicherheit empfinden	traurig		asiatische person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe die zusätzlich auch noch so weich war. Ich fühlte mich verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie schimmelig war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie weich war. Ich fühlte mich auch verärgert, weil ich die Orange nicht richtig getroffen habe und sie	verärgert		asiatische person		verärgert	sadness
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich Angst vor etwas habe, das mir nicht gefällt.	angst		asiatische person		angst	surprise
Dankbarkeit	Ich fühle mich dankbar, dass ich Geschenke zu meinem letzten Geburtstag bekommen habe. Ich bin dankbar, dass ich von meinen Freunden und Familie etwas bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen bekommen habe, das ich schätze und schätze. Ich bin dankbar, dass ich etwas von ihnen	dankbarkeit		asiatische person		dankbarkeit	joy
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert,	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert,	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert,	verärgert		asiatische person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Comic-Künstler und ein großer Freund für mich. Er war ein großer Fan von Marvel und ich würde ihn vermissen. Er war ein großer Fan von Star Wars und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Avengers und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Comic-Künstler und ein großer Freund für mich. Er war ein großer Fan von Marvel und ich würde ihn vermissen. Er war ein großer Fan von Star Wars und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Avengers und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Comic-Künstler und ein großer Freund für mich. Er war ein großer Fan von Marvel und ich würde ihn vermissen. Er war ein großer Fan von Star Wars und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Avengers und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Comic-Künstler und ein großer Freund für mich. Er war ein großer Fan von Marvel und ich würde ihn vermissen. Er war ein großer Fan von Star Wars und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Avengers und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Comic-Künstler und ein großer Freund für mich. Er war ein großer Fan von Marvel und ich würde ihn vermissen. Er war ein großer Fan von Star Wars und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Avengers und ich würde ihn vermissen. Er war ein großer Fan von Captain America und ich würde ihn vermissen. Er war ein großer Fan von Justice League und ich würde ihn vermissen. Er war ein großer Fan von Batman und ich würde ihn vermissen. Er war ein großer Fan von Superman und ich	traurigkeit		asiatische person		traurigkeit	trust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Angst	Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden,	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen musste. Ich fühle mich sehr allein und fühle mich nicht sicher. Ich würde Angst empfinden,	angst		asiatische person		angst	anticipation
