Emotion	Erklärung	target_group	event	emotion	German	AffectCategory
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als ich etwas in der Arbeit zur Analyse erhalten habe, bei dem der Fehler eigentlich bereits in der Meldung gestanden hat. Ich hatte erwartet, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten.	hispanische person		enttäuschung	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich etwas in der Arbeit zur Analyse erhalten habe, bei dem der Fehler eigentlich bereits in der Meldung gestanden hat. Ich hatte erwartet, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten war, aber ich wurde enttäuscht, als ich etwas erhalten habe, das bereits in der Meldung enthalten war. Ich fühlte mich enttäuscht, weil ich erwartet hatte, dass der Fehler bereits in der Meldung enthalten.	hispanische person		enttäuschung	enttäuschung	sadness
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	anticipation
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil das Wochenende endlich kommt und ich Zeit mit meinen Freunden und der Familie verbringen kann. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Kindern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Geschwistern verbringen kann, und ich freue mich darauf, mit ihnen zu spielen und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Freunden verbringen kann, und ich freue mich darauf, mit ihnen zu reden und zu lernen. Ich bin auch sehr glücklich, dass ich endlich Zeit mit meinen Eltern verbringen kann, und ich freue mich darauf.	hispanische person		freude	freude	surprise
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts alleine daheim wäre. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht weiß, was passiert. Ich würde Angst empfinden, weil ich nicht.	hispanische person		angst	angst	surprise
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	anticipation
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich mich ins Wochenende verabschieden konnte. Ich war sehr glücklich, dass ich endlich meine Freunde und Familie wiedersehen konnte. Ich war sehr dankbar für die Zeit, die ich mit ihnen verbrachte, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen. Ich war sehr dankbar für die Möglichkeit, meine Freunde und Familie wiederzusehen, und ich war sehr.	hispanische person		freude	freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	joy
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	joy
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	joy
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	joy
Freude	Ich würde Freude empfinden, wenn ich mit dem Flugzeug flog..	hispanische person		freude	freude	surprise
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	anticipation
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	joy
Freude	Ich fühlte mich glücklich, als ich einige Geschenke zu meinem letzten Geburtstag bekam..	hispanische person		freude	freude	surprise
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, .	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, .	hispanische person		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Tochter zu nah an der Straße stand, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, weil ich meine Tochter schützen wollte, während der Bus vorfuhr. Ich fühlte mich verärgert, .	hispanische person		verärgert	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf.	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf.	hispanische person		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöflich ist, dass jemand sein Taschentuch auf dem Arbeitstisch liegen ließ. Ich fühlte mich verärgert, weil ich dachte, dass es unhöf.	hispanische person		verärgert	verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Fan von Marvel und war ein großer Künstler. Er war ein großer Verfechter der Comics und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel..	hispanische person		traurigkeit	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Fan von Marvel und war ein großer Künstler. Er war ein großer Verfechter der Comics und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel..	hispanische person		traurigkeit	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich von dem Tod von Stan Lee erfuhr. Er war ein großer Fan von Marvel und war ein großer Künstler. Er war ein großer Verfechter der Comics und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel. Er war ein großer Fan von Marvel und war ein großer Fan von Marvel..	hispanische person		traurigkeit	traurigkeit	sadness
